,primary_city,latitude,longitude
8444,Keswick,41.45,-92.23
8445,Ketchikan,55.61,-131.58
8446,Ketchum,43.77,-114.62
8447,Kettle Falls,48.74,-118.09
8448,Kettle Island,36.79,-83.6
8449,Kettleman City,35.99,-119.99
8450,Kettle River,46.48,-92.87
8451,Kettlersville,40.43,-84.26
8452,Keuka Park,42.61,-77.09
8453,Kevil,37.08,-88.88
8454,Kevin,48.73,-112.01
8455,Kewadin,44.93,-85.36
8456,Kewanee,41.24,-89.92
8457,Kewanna,41.01,-86.41
8458,Kewaskum,43.52,-88.23
8459,Kewaunee,44.46,-87.51
8460,Kew Gardens,40.7,-73.82
8461,Key Biscayne,25.68,-80.16
8462,Key Colony Beach,24.72,-81.02
8463,Keyes,37.55,-120.91
8464,Keyesport,38.74,-89.27
8465,Key Largo,25.08,-80.44
8466,Keymar,39.59,-77.26
8467,Keyport,47.69,-122.62
8468,Keyser,39.43,-78.98
8469,Keystone,43.89,-103.42
8470,Keystone Heights,29.78,-82.03
8471,Keysville,37.03,-78.48
8472,Keytesville,39.43,-92.93
8473,Key West,24.55,-81.78
8474,Kiahsville,38.06,-82.26
8475,Kiamesha Lake,41.68,-74.66
8476,Kiamichi Christian Mission,34.53,-94.95
8477,Kiana,66.97,-160.43
8478,Kidder,39.78,-94.1
8479,Kidron,40.73,-81.74
8480,Kiefer,35.94,-96.05
8481,Kiel,43.91,-88.03
8482,Kieler,42.58,-90.59
8483,Kiester,43.53,-93.71
8484,Kihei,20.76,-156.45
8485,Kila,48.06,-114.5
8486,Kilauea,22.21,-159.41
8487,Kilbourne,40.3,-83.05
8488,Kildare,32.94,-94.2
8489,Kilgore,42.93,-100.95
8490,Kilkenny,44.31,-93.57
8491,Killarney,28.54,-81.65
8492,Killawog,42.4,-76.02
8493,Killbuck,40.49,-81.98
8494,Kill Buck,42.14,-78.61
8495,Killdeer,47.36,-102.75
8496,Kill Devil Hills,36.01,-75.66
8497,Killduff,41.64,-92.9
8498,Killeen,31.11,-97.72
8499,Killen,34.86,-87.52
8500,Killington,43.67,-72.77
8501,Killingworth,41.35,-72.56
8502,Kilmarnock,37.71,-76.38
8503,Kilmichael,33.43,-89.56
8504,Kiln,30.41,-89.43
8505,Kim,37.24,-103.35
8506,Kimball,45.31,-94.3
8507,Kimballton,41.62,-95.07
8508,Kimberling City,36.64,-93.42
8509,Kimberly,44.69,-119.54
8510,Kimberton,40.12,-75.53
8511,Kimbolton,40.15,-81.57
8512,Kimmell,41.37,-85.51
8513,Kimmswick,38.36,-90.36
8514,Kimper,37.49,-82.34
8515,Kinards,34.37,-81.71
8516,Kincaid,39.58,-89.41
8517,Kincheloe,46.24,-84.49
8518,Kinde,43.93,-82.99
8519,Kinder,30.48,-92.84
8520,Kinderhook,42.39,-73.7
8521,Kindred,46.65,-97.02
8522,King,44.33,-89.13
8523,King And Queen Court House,37.72,-76.84
8524,King City,40.05,-94.52
8525,King Cove,55.08,-162.32
8526,Kingdom City,38.94,-91.93
8527,King Ferry,42.66,-76.61
8528,Kingfield,44.95,-70.15
8529,Kingfisher,35.84,-97.93
8530,King George,38.26,-77.18
8531,King Hill,43.07,-115.19
8532,Kingman,45.54,-68.2
8533,Kingmont,39.45,-80.15
8534,King Of Prussia,40.1,-75.47
8535,King Salmon,58.75,-156.54
8536,Kings Bay,30.8,-81.53
8537,Kings Beach,39.24,-120.04
8538,Kingsburg,36.48,-119.5
8539,Kingsbury,41.53,-86.69
8540,Kings Canyon National Pk,36.72,-118.95
8541,Kingsford,45.8,-88.09
8542,Kingsford Heights,41.48,-86.69
8543,Kingshill,17.76,-64.82
8544,Kingsland,33.86,-92.29
8545,Kingsley,44.58,-85.53
8546,Kings Mills,39.34,-84.3
8547,Kings Mountain,37.36,-84.7
8548,Kings Park,40.89,-73.24
8549,Kingsport,36.52,-82.55
8550,Kingston,47.81,-122.53
8551,Kingston Mines,40.55,-89.77
8552,Kingston Springs,36.09,-87.1
8553,Kingstree,33.66,-79.82
8554,Kingsville,41.85,-80.64
8555,King William,37.68,-77.01
8556,Kingwood,39.47,-79.68
8557,Kinmundy,38.77,-88.84
8558,Kinnear,43.15,-108.68
8559,Kinney,47.52,-92.72
8560,Kinross,46.26,-84.51
8561,Kinsale,38.02,-76.57
8562,Kinsey,46.59,-105.69
8563,Kinsley,37.92,-99.41
8564,Kinsman,41.43,-80.57
8565,Kinston,35.27,-77.59
8566,Kinta,35.11,-95.23
8567,Kintnersville,40.53,-75.21
8568,Kintyre,46.55,-99.95
8569,Kinzers,40.01,-76.04
8570,Kiowa,39.34,-104.46
8571,Kipling,39.99,-81.5
8572,Kipnuk,59.93,-164.06
8573,Kipton,41.26,-82.3
8574,Kirby,43.8,-108.18
8575,Kirbyville,36.62,-93.16
8576,Kirk,39.62,-102.6
8577,Kirkersville,39.95,-82.59
8578,Kirkland,47.72,-122.2
8579,Kirklin,40.19,-86.35
8580,Kirkman,41.72,-95.26
8581,Kirksey,36.68,-88.42
8582,Kirksville,40.19,-92.57
8583,Kirkville,43.07,-75.95
8584,Kirkwood,42.03,-75.79
8585,Kiron,42.19,-95.32
8586,Kirtland,36.73,-108.34
8587,Kirtland Afb,35.05,-106.59
8588,Kirvin,31.76,-96.32
8589,Kirwin,39.66,-99.12
8590,Kismet,37.2,-100.7
8591,Kissee Mills,36.68,-93.04
8592,Kissimmee,28.3,-81.41
8593,Kistler,37.76,-81.85
8594,Kit Carson,38.76,-102.79
8595,Kite,37.33,-82.81
8596,Kittanning,40.82,-79.52
8597,Kittery,43.09,-70.73
8598,Kittery Point,43.08,-70.69
8599,Kittitas,46.98,-120.41
8600,Kittredge,39.65,-105.3
8601,Kittrell,36.22,-78.44
8602,Kitts Hill,38.57,-82.53
8603,Kitty Hawk,36.07,-75.71
8604,Kitzmiller,39.38,-79.18
8605,Kivalina,67.73,-164.55
8606,Klamath,41.59,-124.06
8607,Klamath Falls,42.31,-122.07
8608,Klamath River,41.83,-122.92
8609,Klawock,55.54,-132.96
8610,Kleinfeltersville,40.31,-76.27
8611,Klemme,43.0,-93.6
8612,Klickitat,45.84,-121.04
8613,Klingerstown,40.66,-76.62
8614,Klondike,33.32,-95.75
8615,Knapp,44.95,-92.07
8616,Kneeland,40.67,-123.88
8617,Knickerbocker,31.26,-100.62
8618,Knierim,42.45,-94.45
8619,Knife River,46.95,-91.78
8620,Knifley,37.22,-85.14
8621,Knightdale,35.79,-78.48
8622,Knightsen,37.97,-121.65
8623,Knights Landing,38.89,-121.8
8624,Knightstown,39.79,-85.52
8625,Knightsville,39.52,-87.08
8626,Knippa,29.3,-99.63
8627,Knobel,36.31,-90.6
8628,Knob Lick,37.68,-90.38
8629,Knob Noster,38.76,-93.56
8630,Knott,32.4,-101.64
8631,Knotts Island,36.51,-75.91
8632,Knowlesville,43.21,-78.38
8633,Knox,48.34,-99.68
8634,Knoxboro,42.98,-75.51
8635,Knox City,40.14,-92.01
8636,Knox Dale,41.09,-79.03
8637,Knoxville,41.95,-77.43
8638,Kobuk,66.93,-156.88
8639,Kodak,35.97,-83.62
8640,Kodiak,57.79,-152.4
8641,Koeltztown,38.32,-92.04
8642,Kohler,43.73,-87.77
8643,Kokomo,40.47,-86.13
8644,Koleen,39.03,-86.85
8645,Koloa,21.9,-159.46
8646,Konawa,34.95,-96.75
8647,Kongiganak,60.78,-161.79
8648,Koosharem,38.51,-111.87
8649,Kooskia,46.08,-115.86
8650,Kootenai,48.31,-116.51
8651,Koppel,40.83,-80.32
8652,Kopperl,32.11,-97.58
8653,Kopperston,37.74,-81.55
8654,Korbel,40.76,-123.82
8655,Kosciusko,33.05,-89.58
8656,Koshkonong,36.59,-91.64
8657,Kosrae,5.29,162.97
8658,Kosse,31.3,-96.62
8659,Kossuth,41.28,-79.59
8660,Kotlik,62.84,-163.65
8661,Kotzebue,67.24,-161.19
8662,Kountze,30.37,-94.31
8663,Kouts,41.31,-87.02
8664,Koyuk,64.93,-161.14
8665,Koyukuk,65.04,-158.66
8666,Kraemer,29.81,-90.74
8667,Krakow,44.75,-88.25
8668,Kramer,48.69,-100.7
8669,Kranzburg,44.88,-96.9
8670,Kreamer,40.8,-76.95
8671,Krebs,34.92,-95.71
8672,Kremlin,48.6,-110.06
8673,Kremmling,40.05,-106.37
8674,Kresgeville,40.89,-75.5
8675,Kress,34.36,-101.74
8676,Krotz Springs,30.53,-91.75
8677,Krum,33.26,-97.22
8678,Krypton,37.31,-83.33
8679,Kualapuu,21.16,-157.05
8680,Kula,20.72,-156.34
8681,Kulm,46.3,-98.94
8682,Kulpmont,40.79,-76.47
8683,Kulpsville,40.24,-75.34
8684,Kuna,43.43,-116.32
8685,Kunia,21.46,-158.06
8686,Kunkle,41.62,-84.49
8687,Kunkletown,40.88,-75.47
8688,Kure Beach,33.99,-77.91
8689,Kurten,30.75,-96.33
8690,Kurthwood,31.33,-93.16
8691,Kurtistown,19.58,-155.07
8692,Kurtz,39.0,-86.23
8693,Kuttawa,37.06,-88.1
8694,Kutztown,40.52,-75.77
8695,Kwethluk,60.79,-161.42
8696,Kwigillingok,59.87,-163.18
8697,Kyburz,38.77,-120.26
8698,Kykotsmovi Village,35.91,-110.53
8699,Kyle,43.42,-102.16
8700,Kylertown,40.99,-78.16
8701,Kyles Ford,36.57,-83.04
8702,Labadie,38.53,-90.87
8703,Labadieville,29.82,-90.95
8704,La Barge,42.26,-110.19
8705,Labelle,26.64,-81.34
8706,La Belle,40.11,-91.91
8707,La Blanca,26.3,-97.94
8708,Labolt,45.01,-96.69
8709,La Canada Flintridge,34.23,-118.14
8710,Lacarne,41.53,-83.02
8711,Lacassine,30.23,-92.92
8712,Lac Du Flambeau,45.97,-89.9
8713,La Center,45.87,-122.61
8714,Lacey,47.03,-122.8
8715,Lacey Spring,38.54,-78.73
8716,Laceys Spring,34.48,-86.62
8717,Laceyville,41.64,-76.16
8718,Lachine,45.08,-83.73
8719,Lackawaxen,41.48,-74.98
8720,Lackey,37.46,-82.8
8721,Lackland A F B,29.45,-98.5
8722,Laclede,48.16,-116.75
8723,Lacombe,30.3,-89.92
8724,Lacon,41.02,-89.4
8725,Lacona,43.64,-76.06
8726,Laconia,43.56,-71.48
8727,La Conner,48.41,-122.53
8728,Lacoochee,28.46,-82.16
8729,La Coste,29.3,-98.81
8730,Lacota,42.41,-86.12
8731,La Crescent,43.82,-91.3
8732,La Crescenta,34.23,-118.25
8733,Lacrosse,46.73,-117.87
8734,La Crosse,43.82,-91.23
8735,Lacygne,38.34,-94.76
8736,Ladd,41.38,-89.21
8737,Laddonia,39.24,-91.64
8738,Ladera Ranch,33.56,-117.63
8739,Ladiesburg,39.56,-77.26
8740,Ladoga,39.91,-86.79
8741,Ladonia,33.42,-95.94
8742,Ladora,41.75,-92.18
8743,Ladson,33.0,-80.1
8744,Lady Lake,28.92,-81.92
8745,Ladys Island,32.43,-80.64
8746,Ladysmith,45.46,-91.09
8747,La Farge,43.57,-90.63
8748,La Fargeville,44.18,-75.95
8749,Lafayette,45.24,-123.11
8750,La Fayette,42.88,-76.1
8751,Lafayette Hill,40.08,-75.25
8752,Lafe,36.2,-90.5
8753,La Feria,26.15,-97.82
8754,Lafferty,40.07,-81.06
8755,Lafitte,29.68,-90.09
8756,La Follette,36.37,-84.12
8757,La Fontaine,40.67,-85.72
8758,Lafox,41.85,-88.43
8759,La France,34.62,-82.73
8760,La Grande,46.82,-122.27
8761,Lagrange,45.16,-68.84
8762,La Grange,41.8,-87.87
8763,La Grange Park,41.83,-87.87
8764,Lagrangeville,41.67,-73.73
8765,Lagro,40.83,-85.72
8766,Laguna,35.03,-107.39
8767,Laguna Beach,33.55,-117.78
8768,Laguna Hills,33.6,-117.71
8769,Laguna Niguel,33.53,-117.7
8770,Laguna Park,31.78,-97.58
8771,Laguna Woods,33.61,-117.72
8772,Lagunitas,38.03,-122.7
8773,La Habra,33.94,-117.95
8774,Lahaina,20.89,-156.67
8775,La Harpe,40.58,-90.97
8776,Lahaska,40.34,-75.03
8777,Lahmansville,39.12,-79.08
8778,Lahoma,36.38,-98.09
8779,La Honda,37.28,-122.24
8780,Laie,21.64,-157.92
8781,Laings,39.71,-80.99
8782,Laingsburg,42.89,-84.34
8783,Laird Hill,32.35,-94.9
8784,Lairdsville,41.23,-76.61
8785,La Jara,37.27,-105.96
8786,Lajas,18.04,-67.06
8787,La Jolla,32.88,-117.23
8788,La Jose,40.81,-78.62
8789,La Joya,34.34,-106.84
8790,La Junta,37.98,-103.54
8791,Lake,43.85,-85.0
8792,Lake Alfred,28.09,-81.72
8793,Lake Andes,43.15,-98.53
8794,Lake Ann,44.72,-85.84
8795,Lake Ariel,41.45,-75.38
8796,Lake Arrowhead,34.27,-117.19
8797,Lake Arthur,32.99,-104.36
8798,Lakebay,47.28,-122.77
8799,Lake Benton,44.26,-96.29
8800,Lake Bluff,42.28,-87.85
8801,Lake Bronson,48.73,-96.66
8802,Lake Butler,30.02,-82.33
8803,Lake Charles,30.21,-93.2
8804,Lake Cicott,40.76,-86.54
8805,Lake City,45.72,-97.41
8806,Lake Clear,44.36,-74.25
8807,Lake Como,41.84,-75.33
8808,Lake Cormorant,34.9,-90.21
8809,Lake Creek,33.46,-95.61
8810,Lake Crystal,44.1,-94.21
8811,Lake Dallas,33.12,-97.02
8812,Lake Delton,43.59,-89.78
8813,Lake Elmo,44.99,-92.9
8814,Lake Elmore,44.54,-72.52
8815,Lake Elsinore,33.71,-117.34
8816,Lakefield,43.67,-95.17
8817,Lake Forest,42.23,-87.85
8818,Lake Fork,44.91,-116.09
8819,Lake Geneva,42.58,-88.42
8820,Lake George,47.2,-94.99
8821,Lake Grove,40.85,-73.11
8822,Lake Hamilton,28.04,-81.62
8823,Lake Harbor,26.7,-80.83
8824,Lake Harmony,41.05,-75.66
8825,Lake Havasu City,34.61,-114.3
8826,Lakehead,40.88,-122.38
8827,Lake Helen,28.98,-81.23
8828,Lake Hiawatha,40.88,-74.38
8829,Lake Hill,42.07,-74.2
8830,Lake Hopatcong,40.96,-74.61
8831,Lake Hubert,46.5,-94.25
8832,Lake Hughes,34.69,-118.52
8833,Lake Huntington,41.68,-74.99
8834,Lakehurst,40.01,-74.32
8835,Lake In The Hills,42.18,-88.34
8836,Lake Isabella,35.64,-118.46
8837,Lake Jackson,29.04,-95.44
8838,Lake Junaluska,35.52,-82.97
8839,Lake Katrine,41.98,-73.99
8840,Lakeland,44.95,-92.77
8841,Lake Leelanau,44.97,-85.73
8842,Lake Lillian,44.94,-94.88
8843,Lake Linden,47.08,-88.4
8844,Lake Lure,35.44,-82.2
8845,Lake Luzerne,43.32,-73.8
8846,Lake Lynn,39.74,-79.84
8847,Lake Mary,28.75,-81.33
8848,Lake Mc Donald,48.62,-113.87
8849,Lake Mills,43.41,-93.53
8850,Lake Milton,41.09,-80.95
8851,Lake Minchumina,63.81,-152.25
8852,Lake Monroe,28.84,-81.27
8853,Lakemont,42.51,-76.92
8854,Lake Montezuma,34.63,-111.77
8855,Lakemore,41.02,-81.42
8856,Lake Nebagamon,46.5,-91.69
8857,Lake Norden,44.57,-97.2
8858,Lake Odessa,42.78,-85.13
8859,Lake Orion,42.78,-83.24
8860,Lake Oswego,45.41,-122.72
8861,Lake Ozark,38.18,-92.62
8862,Lake Panasoffkee,28.79,-82.13
8863,Lake Park,46.88,-96.09
8864,Lake Peekskill,41.33,-73.88
8865,Lake Placid,44.28,-73.98
8866,Lake Pleasant,43.55,-74.43
8867,Lakeport,39.04,-122.93
8868,Lake Powell,37.57,-110.32
8869,Lake Preston,44.36,-97.37
8870,Lake Providence,32.81,-91.18
8871,Lake Saint Louis,38.78,-90.78
8872,Lakeshore,37.33,-119.01
8873,Lakeside,47.99,-114.27
8874,Lakeside Marblehead,41.52,-82.78
8875,Lake Spring,37.78,-91.67
8876,Lake Station,41.57,-87.26
8877,Lake Stevens,48.04,-122.05
8878,Lake Tomahawk,45.81,-89.59
8879,Laketon,40.99,-85.87
8880,Laketown,41.81,-111.37
8881,Lake Toxaway,35.13,-82.93
8882,Lakeview,43.44,-85.27
8883,Lake View,42.71,-78.93
8884,Lake Villa,42.41,-88.08
8885,Lake Village,41.12,-87.45
8886,Lakeville,44.67,-93.24
8887,Lake Waccamaw,34.31,-78.51
8888,Lake Wales,27.9,-81.58
8889,Lake Wilson,43.99,-95.95
8890,Lake Winola,41.5,-75.85
8891,Lakewood,47.18,-122.54
8892,Lake Worth,26.61,-80.05
8893,Lake Zurich,42.19,-88.08
8894,Lakin,37.94,-101.25
8895,Lakota,48.04,-98.34
8896,La Loma,35.19,-105.08
8897,La Luz,32.97,-105.93
8898,La Madera,36.38,-106.04
8899,Lamar,41.01,-77.51
8900,La Marque,29.36,-94.99
8901,Lamartine,41.22,-79.64
8902,Lambert,47.76,-104.67
8903,Lambert Lake,45.54,-67.52
8904,Lamberton,44.22,-95.26
8905,Lambertville,41.74,-83.62
8906,Lambrook,34.37,-90.96
8907,Lambsburg,36.58,-80.76
8908,Lame Deer,45.52,-106.61
8909,Lamesa,32.73,-101.95
8910,La Mesa,32.78,-117.01
8911,La Mirada,33.9,-118.01
8912,Lamoille,40.76,-115.41
8913,La Moille,41.53,-89.28
8914,Lamona,47.35,-118.48
8915,Lamoni,40.62,-93.93
8916,Lamont,47.16,-117.84
8917,La Monte,38.77,-93.42
8918,La Motte,42.29,-90.62
8919,Lamoure,46.37,-98.28
8920,Lampasas,31.06,-98.18
8921,Lampe,36.56,-93.43
8922,Lampeter,40.01,-76.24
8923,Lamy,35.48,-105.87
8924,Lanagan,36.6,-94.45
8925,Lanai City,20.83,-156.92
8926,Lanark,42.1,-89.83
8927,Lanark Village,29.88,-84.59
8928,Lancaster,48.85,-96.8
8929,Lance Creek,43.02,-104.64
8930,Lancing,36.15,-84.69
8931,Landenberg,39.76,-75.78
8932,Lander,42.83,-108.72
8933,Landers,34.33,-116.51
8934,Landing,40.9,-74.66
8935,Landingville,40.62,-76.12
8936,Landis,35.54,-80.61
8937,Landisburg,40.34,-77.3
8938,Landisville,40.09,-76.41
8939,Lando,34.76,-81.05
8940,Land O Lakes,46.16,-89.23
8941,Landrum,35.17,-82.18
8942,Lane,44.06,-98.42
8943,Laneburg,33.68,-93.34
8944,Lane City,29.19,-95.99
8945,Lanesboro,43.71,-91.97
8946,Lanesville,42.15,-74.2
8947,Lanett,32.86,-85.2
8948,Laneview,37.77,-76.73
8949,Laneville,31.94,-94.85
8950,Lanexa,37.42,-76.9
8951,Langdon,48.76,-98.37
8952,Langeloth,40.39,-80.44
8953,Langford,45.6,-97.82
8954,Langhorne,40.17,-74.91
8955,Langley,48.04,-122.44
8956,Langlois,42.91,-124.35
8957,Langston,35.94,-97.26
8958,Langsville,39.05,-82.23
8959,Langtry,29.81,-101.56
8960,Langworthy,42.18,-91.21
8961,Lanham,38.96,-76.85
8962,Lankin,48.31,-97.92
8963,Lannon,43.15,-88.16
8964,Lanoka Harbor,39.86,-74.16
8965,Lansdale,40.24,-75.28
8966,Lansdowne,39.94,-75.27
8967,Lanse,46.72,-88.28
8968,Lansford,48.62,-101.37
8969,Lansing,43.74,-92.96
8970,Lantry,45.02,-101.43
8971,Laona,45.56,-88.68
8972,Laotto,41.3,-85.2
8973,La Palma,33.85,-118.04
8974,Lapaz,41.45,-86.3
8975,Lapeer,43.04,-83.32
8976,Lapel,40.06,-85.84
8977,Lapine,31.98,-86.27
8978,La Pine,43.69,-121.14
8979,La Place,39.8,-88.71
8980,La Plata,40.02,-92.49
8981,La Plume,41.55,-75.75
8982,Lapoint,40.39,-109.84
8983,La Pointe,46.81,-90.68
8984,Laporte,47.21,-94.75
8985,La Porte,41.6,-86.71
8986,La Porte City,42.31,-92.19
8987,La Prairie,40.14,-91.0
8988,La Pryor,28.94,-99.84
8989,La Puente,34.04,-117.98
8990,La Push,47.9,-124.61
8991,Lapwai,46.32,-116.78
8992,Laquey,37.77,-92.3
8993,La Quinta,33.66,-116.31
8994,Laramie,41.31,-105.58
8995,Larchmont,40.92,-73.75
8996,Larchwood,43.45,-96.43
8997,Laredo,40.02,-93.44
8998,Lares,18.29,-66.88
8999,Largo,27.9,-82.78
9000,Larimer,40.35,-79.72
9001,Larimore,47.9,-97.62
9002,Larkspur,39.18,-104.89
9003,Larned,38.18,-99.1
9004,Larose,29.57,-90.37
9005,La Rose,40.97,-89.23
9006,Larrabee,42.86,-95.54
9007,Larsen,44.18,-88.61
9008,Larsen Bay,57.48,-153.99
9009,Larslan,48.66,-106.26
9010,Larue,32.14,-95.64
9011,La Rue,40.57,-83.38
9012,La Russell,37.14,-94.06
9013,Larwill,41.17,-85.62
9014,La Sal,38.23,-109.17
9015,La Salle,44.07,-94.57
9016,Las Animas,38.06,-103.22
9017,Lasara,26.53,-97.88
9018,Lascassas,35.94,-86.29
9019,Las Cruces,32.33,-106.75
9020,Lashmeet,37.44,-81.21
9021,Las Marias,18.27,-67.06
9022,Las Piedras,18.18,-65.86
9023,Lastrup,46.03,-94.06
9024,Las Vegas,36.32,-115.35
9025,Latah,47.3,-117.14
9026,Latexo,31.38,-95.47
9027,Latham,42.74,-73.74
9028,Lathrop,39.54,-94.32
9029,Latimer,42.76,-93.36
9030,Laton,36.43,-119.69
9031,Latonia,38.98,-84.48
9032,Latrobe,40.31,-79.38
9033,Latta,34.33,-79.43
9034,Lattimer Mines,40.95,-76.0
9035,Lattimore,35.31,-81.66
9036,Latty,41.08,-84.58
9037,Lauderdale,32.52,-88.46
9038,Laughlin,35.15,-114.62
9039,Laughlin A F B,29.35,-100.78
9040,Laughlintown,40.19,-79.16
9041,Laupahoehoe,19.97,-155.24
9042,Laura,40.91,-89.91
9043,Laurel,45.6,-108.68
9044,Laurel Bloomery,36.55,-81.76
9045,Laurel Fork,36.71,-80.51
9046,Laurel Hill,34.8,-79.54
9047,Laurel Springs,36.44,-81.25
9048,Laurelton,40.94,-77.2
9049,Laurelville,39.47,-82.73
9050,Laurens,42.84,-94.84
9051,Laurie,38.2,-92.82
9052,Laurier,48.95,-118.28
9053,Laurinburg,34.76,-79.47
9054,Laurys Station,40.72,-75.53
9055,Lavaca,35.33,-94.18
9056,Lava Hot Springs,42.61,-112.04
9057,Lavalette,38.32,-82.41
9058,La Valle,43.58,-90.13
9059,Lavallette,39.96,-74.06
9060,Laveen,33.3,-112.2
9061,Lavelle,40.76,-76.39
9062,La Vergne,35.99,-86.57
9063,La Verkin,37.27,-113.19
9064,Laverne,36.7,-99.89
9065,La Verne,34.15,-117.76
9066,La Vernia,29.35,-98.11
9067,La Veta,37.51,-105.0
9068,La Villa,26.29,-97.92
9069,Lavina,46.44,-109.0
9070,Lavinia,35.86,-88.64
9071,La Vista,41.18,-96.03
9072,Lavon,33.02,-96.43
9073,Lavonia,34.43,-83.1
9074,Lawai,21.92,-159.5
9075,La Ward,28.84,-96.46
9076,Lawler,43.07,-92.15
9077,Lawley,32.86,-86.96
9078,Lawn,40.22,-76.55
9079,Lawndale,40.21,-89.28
9080,Lawnside,39.86,-75.03
9081,Lawrence,42.7,-71.16
9082,Lawrenceburg,39.1,-84.86
9083,Lawrence Township,40.22,-74.76
9084,Lawrenceville,44.77,-74.65
9085,Lawson,39.43,-94.21
9086,Lawsonville,36.51,-80.22
9087,Lawtell,30.51,-92.18
9088,Lawtey,30.04,-82.07
9089,Lawton,48.3,-98.36
9090,Lawtons,42.54,-78.89
9091,Layland,37.87,-80.99
9092,Layton,41.21,-74.82
9093,Laytonville,39.8,-123.5
9094,Lazbuddie,34.39,-102.61
9095,Lazear,38.78,-107.77
9096,Leachville,35.92,-90.25
9097,Lead,44.35,-103.76
9098,Lead Hill,36.41,-92.9
9099,Leadore,44.49,-113.36
9100,Leadville,39.24,-106.29
9101,Leadwood,37.86,-90.58
9102,Leaf River,42.12,-89.4
9103,League City,29.48,-95.1
9104,Leakesville,31.15,-88.55
9105,Leakey,29.72,-99.76
9106,Leamington,39.51,-112.26
9107,Leander,30.56,-97.86
9108,Leary,31.48,-84.5
9109,Leasburg,38.09,-91.29
9110,Leavenworth,47.81,-120.86
9111,Leavittsburg,41.24,-80.9
9112,Leawood,38.9,-94.68
9113,Lebam,46.55,-123.54
9114,Lebanon,45.06,-99.76
9115,Lebanon Junction,37.83,-85.72
9116,Lebeau,30.7,-91.95
9117,Lebec,34.86,-118.87
9118,Leblanc,30.5,-92.94
9119,Lebo,38.41,-95.85
9120,Leburn,37.34,-82.95
9121,Lecanto,28.85,-82.48
9122,Le Center,44.38,-93.73
9123,Leck Kill,40.72,-76.6
9124,Leckrone,39.86,-79.87
9125,Le Claire,41.59,-90.36
9126,Lecompte,31.08,-92.39
9127,Lecompton,39.04,-95.39
9128,Lecontes Mills,41.07,-78.26
9129,Ledbetter,37.04,-88.49
9130,Lederach,40.25,-75.4
9131,Ledger,48.26,-111.47
9132,Ledgewood,40.88,-74.66
9133,Ledyard,43.42,-94.15
9134,Lee,45.36,-68.28
9135,Lee Center,43.3,-75.51
9136,Leechburg,40.63,-79.6
9137,Leedey,35.86,-99.34
9138,Leeds,48.28,-99.43
9139,Leeds Point,39.49,-74.43
9140,Leeper,41.36,-79.29
9141,Leesburg,41.32,-85.84
9142,Lees Creek,39.41,-83.63
9143,Leesport,40.44,-75.96
9144,Lees Summit,38.91,-94.38
9145,Leesville,40.45,-81.2
9146,Leeton,38.58,-93.69
9147,Leetonia,40.87,-80.76
9148,Leetsdale,40.56,-80.21
9149,Lee Vining,38.03,-118.82
9150,Leflore,34.92,-94.86
9151,Lefor,46.68,-102.55
9152,Lefors,35.43,-100.8
9153,Left Hand,38.61,-81.24
9154,Leggett,39.87,-123.69
9155,Le Grand,42.0,-92.77
9156,Lehi,40.32,-111.96
9157,Lehigh,42.35,-94.05
9158,Lehigh Acres,26.6,-81.68
9159,Lehighton,40.83,-75.71
9160,Lehigh Valley,40.66,-75.55
9161,Lehman,41.31,-76.03
9162,Lehr,46.28,-99.35
9163,Leicester,42.77,-77.89
9164,Leigh,41.7,-97.23
9165,Leighton,41.33,-92.78
9166,Leipsic,41.09,-83.98
9167,Leisenring,40.0,-79.61
9168,Leitchfield,37.48,-86.29
9169,Leiter,44.79,-106.35
9170,Leiters Ford,41.12,-86.39
9171,Leivasy,38.12,-80.73
9172,Lejunior,36.9,-83.07
9173,Leland,45.01,-85.76
9174,Lelia Lake,34.9,-100.77
9175,Le Mars,42.78,-96.16
9176,Lemasters,39.85,-77.84
9177,Lemhi,44.81,-113.66
9178,Leming,29.06,-98.48
9179,Lemitar,34.16,-106.91
9180,Lemmon,45.93,-102.15
9181,Lemon Cove,36.46,-118.98
9182,Lemon Grove,32.74,-117.03
9183,Lemon Springs,35.38,-79.2
9184,Lemont,41.67,-87.99
9185,Lemont Furnace,39.92,-79.64
9186,Lemoore,36.29,-119.82
9187,Lemoyne,41.47,-83.46
9188,Lempster,43.23,-72.21
9189,Lena,44.95,-88.05
9190,Lenapah,36.85,-95.63
9191,Lenexa,38.9,-94.68
9192,Lengby,47.51,-95.63
9193,Lenhartsville,40.57,-75.89
9194,Lenni,39.92,-75.41
9195,Lennon,42.98,-83.93
9196,Lennox,43.35,-96.89
9197,Lenoir,35.9,-81.53
9198,Lenoir City,35.8,-84.27
9199,Lenora,39.61,-100.0
9200,Lenorah,32.31,-101.88
9201,Lenore,46.64,-116.32
9202,Lenox,42.35,-73.28
9203,Lenox Dale,42.36,-73.27
9204,Lenoxville,41.66,-75.63
9205,Lentner,39.72,-92.14
9206,Lenzburg,38.28,-89.81
9207,Leo,41.23,-85.04
9208,Leola,45.72,-98.93
9209,Leoma,35.12,-87.3
9210,Leominster,42.51,-71.77
9211,Leon,42.3,-79.0
9212,Leona,31.15,-95.97
9213,Leonard,47.65,-95.26
9214,Leonardo,40.41,-74.06
