zipcode,state,avg_income
44062,OH,48579
44064,OH,61985
44065,OH,78951
44067,OH,70749
44070,OH,57473
44072,OH,135102
44074,OH,68575
44076,OH,45172
44077,OH,66669
44081,OH,63529
44082,OH,42477
44084,OH,63196
44085,OH,51109
44086,OH,60261
44087,OH,77913
44089,OH,64990
44090,OH,55984
44092,OH,52686
44093,OH,44700
44094,OH,77730
44095,OH,49459
44099,OH,51390
44102,OH,39844
44103,OH,27921
44104,OH,22033
44105,OH,28230
44106,OH,77039
44107,OH,63396
44108,OH,44047
44109,OH,34278
44110,OH,28740
44111,OH,41179
44112,OH,29451
44113,OH,74503
44114,OH,193107
44115,OH,56190
44116,OH,131255
44117,OH,38248
44118,OH,85549
44119,OH,41520
44120,OH,75180
44121,OH,47733
44122,OH,162344
44123,OH,39309
44124,OH,103001
44125,OH,40423
44126,OH,68782
44127,OH,24332
44128,OH,33254
44129,OH,47463
44130,OH,51913
44131,OH,82101
44132,OH,36923
44133,OH,72771
44134,OH,47881
44135,OH,37588
44136,OH,78527
44137,OH,35263
44138,OH,69709
44139,OH,130468
44140,OH,142489
44141,OH,154666
44142,OH,45070
44143,OH,85035
44144,OH,44034
44145,OH,122298
44146,OH,43467
44147,OH,94981
44149,OH,93735
44201,OH,57241
44202,OH,105158
44203,OH,47843
44212,OH,61382
44214,OH,61269
44215,OH,52601
44216,OH,74048
44217,OH,54566
44221,OH,45559
44223,OH,68934
44224,OH,71602
44230,OH,63499
44231,OH,53021
44233,OH,120630
44234,OH,65087
44235,OH,54638
44236,OH,173988
44240,OH,55563
44241,OH,59144
44253,OH,65487
44254,OH,49089
44255,OH,59082
44256,OH,83686
44260,OH,60007
44262,OH,64484
44264,OH,149128
44266,OH,49917
44270,OH,48407
44272,OH,58858
44273,OH,63944
44275,OH,62466
44276,OH,57380
44278,OH,63360
44280,OH,78572
44281,OH,78548
44286,OH,147964
44287,OH,53864
44288,OH,43365
44301,OH,36564
44302,OH,35656
44303,OH,79510
44304,OH,21906
44305,OH,35756
44306,OH,28505
44307,OH,26288
44308,OH,61174
44310,OH,31808
44311,OH,23459
44312,OH,48095
44313,OH,67837
44314,OH,33803
44319,OH,61478
44320,OH,36190
44321,OH,102885
44333,OH,148380
44401,OH,62480
44402,OH,51816
44403,OH,56865
44404,OH,51028
44405,OH,37458
44406,OH,99230
44408,OH,58648
44410,OH,59186
44411,OH,48800
44412,OH,54529
44413,OH,45796
44417,OH,51184
44418,OH,58835
44420,OH,49653
44423,OH,48220
44425,OH,52816
44427,OH,48700
44428,OH,51963
44429,OH,59897
44430,OH,39337
44431,OH,53067
44432,OH,48054
44436,OH,54934
44437,OH,50563
44438,OH,39005
44440,OH,52406
44441,OH,63461
44442,OH,58641
44443,OH,53971
44444,OH,46448
44445,OH,51081
44446,OH,41432
44449,OH,55205
44450,OH,47733
44451,OH,60958
44452,OH,70429
44454,OH,44610
44455,OH,46559
44460,OH,54010
44470,OH,53735
44471,OH,39929
44473,OH,58431
44481,OH,51088
44483,OH,42269
44484,OH,63033
44485,OH,30706
44490,OH,38022
44491,OH,52221
44502,OH,24638
44503,OH,36429
44504,OH,34477
44505,OH,39451
44506,OH,22530
44507,OH,21779
44509,OH,30110
44510,OH,20460
44511,OH,45006
44512,OH,56455
44514,OH,77238
44515,OH,46129
44601,OH,47815
44606,OH,54222
44608,OH,49605
44609,OH,63483
44611,OH,49541
44612,OH,65560
44613,OH,46061
44614,OH,65914
44615,OH,53874
44618,OH,61015
44620,OH,58384
44621,OH,48845
44622,OH,70079
44624,OH,55955
44625,OH,50353
44626,OH,52492
44627,OH,53515
44628,OH,53387
44629,OH,56828
44632,OH,69601
44633,OH,48117
44634,OH,56219
44637,OH,42977
44638,OH,54123
44641,OH,57071
44643,OH,52475
44644,OH,61214
44645,OH,62480
44646,OH,60184
44647,OH,47702
44651,OH,44727
44654,OH,58691
44656,OH,53032
44657,OH,49852
44662,OH,52589
44663,OH,53663
44666,OH,78759
44667,OH,57592
44669,OH,67004
44672,OH,40782
44675,OH,52321
44676,OH,52931
44677,OH,52976
44680,OH,57209
44681,OH,64636
44683,OH,39962
44685,OH,77894
44688,OH,46611
44689,OH,42733
44691,OH,61729
44695,OH,57231
44699,OH,49473
44702,OH,170682
44703,OH,29175
44704,OH,26229
44705,OH,35406
44706,OH,42184
44707,OH,33310
44708,OH,57590
44709,OH,53242
44710,OH,33842
44714,OH,43673
44718,OH,121050
44720,OH,74606
44721,OH,72459
44730,OH,50687
44802,OH,68202
44804,OH,54888
44805,OH,54690
44807,OH,52395
44811,OH,51338
44813,OH,55571
44814,OH,55895
44817,OH,55049
44818,OH,51990
44820,OH,46079
44822,OH,54977
44824,OH,53138
44826,OH,51674
44827,OH,46376
44830,OH,44282
44833,OH,46153
44836,OH,51176
44837,OH,45296
44839,OH,73534
44840,OH,56630
44841,OH,53323
44842,OH,48475
44843,OH,61170
44844,OH,51773
44846,OH,72328
44847,OH,54287
44849,OH,52732
44851,OH,48339
44853,OH,54828
44854,OH,54825
44855,OH,52787
44857,OH,54910
44859,OH,53037
44864,OH,51701
44865,OH,45181
44866,OH,48762
44867,OH,55668
44870,OH,48176
44875,OH,48542
44878,OH,48917
44880,OH,48398
44882,OH,50261
44883,OH,51843
44887,OH,52668
44889,OH,59269
44890,OH,46927
44902,OH,24120
44903,OH,54071
44904,OH,61990
44905,OH,38275
44906,OH,51751
44907,OH,43955
45002,OH,80201
45003,OH,44188
45005,OH,54072
45011,OH,70181
45013,OH,57415
45014,OH,54749
45015,OH,37520
45030,OH,63315
45033,OH,38025
45034,OH,87462
45036,OH,79916
45039,OH,95119
45040,OH,119412
45042,OH,55324
45044,OH,63108
45050,OH,66048
45052,OH,94246
45053,OH,74060
45054,OH,86029
45056,OH,68110
45064,OH,61006
45065,OH,77035
45066,OH,106550
45067,OH,51249
45068,OH,90833
45069,OH,92416
45101,OH,47654
45102,OH,55396
45103,OH,62329
45106,OH,51937
45107,OH,53228
45111,OH,65557
45113,OH,73849
45118,OH,55084
45120,OH,49977
45121,OH,49743
45122,OH,55047
45123,OH,44204
45130,OH,46669
45133,OH,49414
45135,OH,51894
45140,OH,99900
45142,OH,47350
45144,OH,43902
45146,OH,49218
45148,OH,52001
45150,OH,70165
45152,OH,77533
45153,OH,56220
45154,OH,47134
45157,OH,66021
45159,OH,51505
45160,OH,44572
45162,OH,57842
45167,OH,46282
45168,OH,51214
45169,OH,45233
45171,OH,51612
45174,OH,245788
45176,OH,53667
45177,OH,67239
45202,OH,126235
45203,OH,44455
45204,OH,35939
45205,OH,31061
45206,OH,85671
45207,OH,32837
45208,OH,204251
45209,OH,78048
45211,OH,43427
45212,OH,48010
45213,OH,63277
45214,OH,28449
45215,OH,73418
45216,OH,36508
45217,OH,45210
45218,OH,54199
45219,OH,32027
45220,OH,71143
45223,OH,45176
45224,OH,51862
45225,OH,21748
45226,OH,148962
45227,OH,78581
45229,OH,46453
45230,OH,85738
45231,OH,49206
45232,OH,25533
45233,OH,90671
45236,OH,77064
45237,OH,56899
45238,OH,49770
45239,OH,44515
45240,OH,44960
45241,OH,97724
45242,OH,164042
45243,OH,380709
45244,OH,109153
45245,OH,69101
45246,OH,71685
45247,OH,84211
45248,OH,72415
45249,OH,138396
45251,OH,49973
45252,OH,85512
45255,OH,122272
45302,OH,65547
45303,OH,47697
45304,OH,58168
45305,OH,98964
45306,OH,64736
45308,OH,52692
45309,OH,61597
45311,OH,51466
45312,OH,64532
45314,OH,60048
45315,OH,72557
45317,OH,54430
45318,OH,59335
45320,OH,53434
45321,OH,45914
45322,OH,55113
45323,OH,58576
45324,OH,49506
45325,OH,62837
45326,OH,56441
45327,OH,60658
45331,OH,48859
45332,OH,44916
45333,OH,57402
45334,OH,58007
45335,OH,60816
45337,OH,63564
45338,OH,53900
45339,OH,66500
45340,OH,57030
45341,OH,45220
45342,OH,64892
45344,OH,54911
45345,OH,47206
45346,OH,51022
45347,OH,47085
45348,OH,62332
45356,OH,50034
45359,OH,55744
45362,OH,55372
45363,OH,75420
45365,OH,52100
45368,OH,56253
45369,OH,61750
45370,OH,110761
45371,OH,78351
45373,OH,66817
45377,OH,62091
45380,OH,78673
45381,OH,51211
45382,OH,48217
45383,OH,50728
45385,OH,67822
45387,OH,78699
45388,OH,67594
45390,OH,42076
45402,OH,47078
45403,OH,30995
45404,OH,31451
45405,OH,33618
45406,OH,32810
45409,OH,80748
45410,OH,35856
45414,OH,59425
45415,OH,56053
45416,OH,31992
45417,OH,29098
45419,OH,107629
45420,OH,42064
45424,OH,52755
45426,OH,37522
45429,OH,82351
45430,OH,82228
45431,OH,63230
45432,OH,57797
45433,OH,54833
45434,OH,102705
45439,OH,42069
45440,OH,76327
45449,OH,43700
45458,OH,108271
45459,OH,97095
45502,OH,68282
45503,OH,48589
45504,OH,62490
45505,OH,34954
45506,OH,36203
45601,OH,54697
45612,OH,42506
45613,OH,45729
45614,OH,51614
45616,OH,39129
45619,OH,51503
45620,OH,47982
45622,OH,39190
45623,OH,48249
45628,OH,53486
45629,OH,51618
45631,OH,57300
45634,OH,40395
45638,OH,46295
45640,OH,50842
45644,OH,55105
45645,OH,53688
45646,OH,58685
45647,OH,46633
45648,OH,50972
45650,OH,33457
45651,OH,46351
45652,OH,53725
45653,OH,55087
45654,OH,44302
45656,OH,44598
45657,OH,43088
45658,OH,45949
45659,OH,44597
45660,OH,45126
45661,OH,48859
45662,OH,49109
45663,OH,43855
45669,OH,59832
45671,OH,39387
45672,OH,46147
45673,OH,39430
45678,OH,45676
45679,OH,43760
45680,OH,46638
45681,OH,45528
45682,OH,47461
45684,OH,59127
45685,OH,52150
45686,OH,41350
45688,OH,39080
45690,OH,50669
45692,OH,42215
45693,OH,45960
45694,OH,59891
45695,OH,38520
45696,OH,51496
45697,OH,54167
45701,OH,61087
45710,OH,51047
45711,OH,44678
45714,OH,51013
45715,OH,51401
45723,OH,51738
45724,OH,50644
45727,OH,41791
45729,OH,64043
45732,OH,41173
45734,OH,49459
45735,OH,53472
45741,OH,40373
45742,OH,60308
45743,OH,45825
45744,OH,51804
45745,OH,45716
45746,OH,38221
45750,OH,58210
45760,OH,39575
45761,OH,42071
45764,OH,38674
45766,OH,45109
45767,OH,50093
45768,OH,57764
45769,OH,48145
45770,OH,44910
45771,OH,48767
45772,OH,50131
45773,OH,50164
45775,OH,41801
45776,OH,46328
45778,OH,38902
45780,OH,43860
45784,OH,62041
45786,OH,57999
45788,OH,58237
45801,OH,42181
45804,OH,35041
45805,OH,61464
45806,OH,63874
45807,OH,67603
45808,OH,43978
45810,OH,53167
45812,OH,41905
45813,OH,52033
45814,OH,62657
45817,OH,69906
45819,OH,43218
45821,OH,49667
45822,OH,54669
45827,OH,61412
45828,OH,64749
45830,OH,58350
45831,OH,53090
45832,OH,55867
45833,OH,61965
45835,OH,48854
45836,OH,45984
45840,OH,70936
45841,OH,58857
45843,OH,51288
45844,OH,72575
45845,OH,74477
45846,OH,69093
45849,OH,50913
45850,OH,59942
45851,OH,62867
45856,OH,54500
45858,OH,54363
45860,OH,82712
45862,OH,45419
45863,OH,48285
45865,OH,87441
45867,OH,57888
45868,OH,55515
45869,OH,85895
45871,OH,58894
45872,OH,44273
45873,OH,45846
45874,OH,52441
45875,OH,64585
45877,OH,59040
45879,OH,49327
45880,OH,54643
45881,OH,60819
45882,OH,52718
45883,OH,88533
45885,OH,53095
45886,OH,44143
45887,OH,53039
45889,OH,80057
45890,OH,50761
45891,OH,55555
45894,OH,50218
45895,OH,57790
45896,OH,52085
45898,OH,47924
46001,IN,50061
46011,IN,59642
46012,IN,49045
46013,IN,41370
46016,IN,27276
46017,IN,46570
46030,IN,64034
46031,IN,84329
46032,IN,181171
46033,IN,157323
46034,IN,82278
46035,IN,51436
46036,IN,44956
46037,IN,119212
46038,IN,81981
46039,IN,53936
46040,IN,114190
46041,IN,48713
46044,IN,55549
46048,IN,43440
46049,IN,56035
46050,IN,61210
46051,IN,55413
46052,IN,60737
46055,IN,105516
46056,IN,56916
46057,IN,59198
46058,IN,60535
46060,IN,74066
46062,IN,103422
46064,IN,75296
46065,IN,60085
46068,IN,65031
46069,IN,67489
46070,IN,54031
46071,IN,63300
46072,IN,59709
46074,IN,117186
46075,IN,83772
46076,IN,59112
46077,IN,183282
46104,IN,50848
46105,IN,56143
46106,IN,112497
46107,IN,42988
46110,IN,69695
46112,IN,80580
46113,IN,54411
46115,IN,59820
46117,IN,62756
46118,IN,62322
46120,IN,52963
46121,IN,66998
46122,IN,71015
46123,IN,77266
46124,IN,50625
46126,IN,60793
46127,IN,51576
46128,IN,57272
46130,IN,67065
46131,IN,58516
46133,IN,44397
46135,IN,52228
46140,IN,64927
46142,IN,68025
46143,IN,77373
46146,IN,38760
46147,IN,60910
46148,IN,55321
46149,IN,72187
46150,IN,58136
46151,IN,60439
46156,IN,54922
46157,IN,62537
46158,IN,63847
46160,IN,59120
46161,IN,60423
46162,IN,77392
46163,IN,85689
46164,IN,63994
46165,IN,70433
46166,IN,46981
46167,IN,78670
46168,IN,66390
46171,IN,53321
46172,IN,52275
46173,IN,49509
46175,IN,44107
46176,IN,53794
46180,IN,61145
46181,IN,74878
46182,IN,58430
46184,IN,55031
46186,IN,62527
46201,IN,34110
46202,IN,79813
46203,IN,42106
46204,IN,138792
46205,IN,61494
46208,IN,64893
46214,IN,42891
46216,IN,62321
46217,IN,60265
46218,IN,26107
46219,IN,43706
46220,IN,96903
46221,IN,42292
46222,IN,29306
46224,IN,37054
46225,IN,36514
46226,IN,40898
46227,IN,43130
46228,IN,70405
46229,IN,41492
46231,IN,49659
46234,IN,62035
46235,IN,35140
46236,IN,95574
46237,IN,60954
46239,IN,61358
46240,IN,128225
46241,IN,34281
46250,IN,81533
46254,IN,42964
46256,IN,99339
46259,IN,93491
46260,IN,87872
46268,IN,50487
46278,IN,146113
46280,IN,88247
46290,IN,255361
46303,IN,65866
46304,IN,81387
46307,IN,78537
46310,IN,58504
46311,IN,90029
46312,IN,32012
46319,IN,54116
46320,IN,30364
46321,IN,98523
46322,IN,60683
46323,IN,41119
46324,IN,41605
46327,IN,35446
46340,IN,59900
46341,IN,67798
46342,IN,54517
46347,IN,66253
46348,IN,62264
46349,IN,59794
46350,IN,59658
46356,IN,67211
46360,IN,51023
46365,IN,58378
46366,IN,50090
46368,IN,55708
46371,IN,60675
46373,IN,104406
46374,IN,55978
46375,IN,83576
46381,IN,45791
46382,IN,66466
46383,IN,73623
46385,IN,89735
46390,IN,61486
46391,IN,65580
46392,IN,60957
46394,IN,49589
46402,IN,25448
46403,IN,45456
46404,IN,31781
46405,IN,37610
46406,IN,29135
46407,IN,26416
46408,IN,34682
46409,IN,28982
46410,IN,48362
46501,IN,47088
46504,IN,52575
46506,IN,62795
46507,IN,117609
46510,IN,56130
46511,IN,62667
46514,IN,61152
46516,IN,47843
46517,IN,52877
46524,IN,50097
46526,IN,57871
46528,IN,62679
46530,IN,122777
46531,IN,49365
46532,IN,47480
46534,IN,47884
46536,IN,61896
46538,IN,83162
46539,IN,50585
46540,IN,79742
46542,IN,59197
46543,IN,65923
46544,IN,50072
46545,IN,51736
46550,IN,68996
46552,IN,61169
46553,IN,63400
46554,IN,58663
46555,IN,52603
46556,IN,69507
46561,IN,61169
46562,IN,52344
46563,IN,53209
46565,IN,63049
46567,IN,79942
46570,IN,49769
46571,IN,56404
46573,IN,70268
46574,IN,53143
46580,IN,60822
46582,IN,67212
46590,IN,79944
46601,IN,34735
46613,IN,29087
46614,IN,64067
46615,IN,44649
46616,IN,43068
46617,IN,81795
46619,IN,37776
46628,IN,48305
46635,IN,62812
46637,IN,57275
46701,IN,54465
46702,IN,49580
46703,IN,60428
46705,IN,45371
46706,IN,63527
46710,IN,58212
46711,IN,56005
46714,IN,61980
46721,IN,51477
46723,IN,62294
46725,IN,60543
46730,IN,75709
46731,IN,60533
46732,IN,45246
46733,IN,55081
46737,IN,66546
46738,IN,48064
46740,IN,46828
46741,IN,64223
46742,IN,65013
46743,IN,53791
46745,IN,64235
46746,IN,53725
46747,IN,53585
46748,IN,95791
46750,IN,51495
46755,IN,51200
46759,IN,48561
46760,IN,51401
46761,IN,51968
46763,IN,67453
46764,IN,57295
46765,IN,87674
46766,IN,49234
46767,IN,49074
46770,IN,61734
46772,IN,48914
46773,IN,59406
46774,IN,51763
46776,IN,45473
46777,IN,57933
46779,IN,54397
46781,IN,52821
46783,IN,99017
46784,IN,62040
46785,IN,56802
46787,IN,53543
46788,IN,77214
46791,IN,71361
46792,IN,53604
46793,IN,55736
46794,IN,50955
46795,IN,68173
46797,IN,58817
46798,IN,56819
46802,IN,44743
46803,IN,27466
46804,IN,82769
46805,IN,41865
46806,IN,28009
46807,IN,44366
46808,IN,38153
46809,IN,42678
46814,IN,174887
46815,IN,50753
46816,IN,37182
46818,IN,60768
46819,IN,46450
46825,IN,56058
46835,IN,61543
46845,IN,106817
46901,IN,49187
46902,IN,54460
46910,IN,50609
46911,IN,55856
46913,IN,63179
46914,IN,48634
46915,IN,52422
46917,IN,54240
46919,IN,57164
46920,IN,63820
46923,IN,52984
46926,IN,54236
46928,IN,47816
46929,IN,55260
46930,IN,38020
46932,IN,57128
46933,IN,43027
46936,IN,64309
46938,IN,46324
46939,IN,50984
46940,IN,56533
46941,IN,55434
46943,IN,31435
46947,IN,45733
46950,IN,52622
46951,IN,48097
46952,IN,51974
46953,IN,38115
46960,IN,46667
46962,IN,60346
46970,IN,46559
46974,IN,51087
46975,IN,54764
46978,IN,50782
46979,IN,69434
46982,IN,52084
46985,IN,48643
46986,IN,58513
46988,IN,45316
46989,IN,54045
46990,IN,61912
46991,IN,46977
46992,IN,59077
46994,IN,57399
46996,IN,51768
47001,IN,53515
47003,IN,45860
47006,IN,79442
47010,IN,63133
47011,IN,55022
47012,IN,57363
47016,IN,61353
47017,IN,52596
47018,IN,53447
47020,IN,49057
47022,IN,76939
47023,IN,48366
47024,IN,44585
47025,IN,67238
47030,IN,44719
47031,IN,51464
47032,IN,53383
47036,IN,71116
47037,IN,49028
47038,IN,48591
47040,IN,55552
47041,IN,55855
47042,IN,49708
47043,IN,45872
47060,IN,67875
47102,IN,42010
47106,IN,67909
47108,IN,43188
47110,IN,40660
47111,IN,61477
47112,IN,58068
47114,IN,48180
47115,IN,54167
47116,IN,38981
47117,IN,56526
47118,IN,41513
47119,IN,113209
47120,IN,46557
47122,IN,74090
47124,IN,81610
47125,IN,49869
47126,IN,66215
47129,IN,40454
47130,IN,53325
47135,IN,50510
47136,IN,75181
47137,IN,48455
47138,IN,49990
47140,IN,41143
47141,IN,53873
47142,IN,45259
47143,IN,63674
47145,IN,44677
47147,IN,54080
47150,IN,52978
47161,IN,52232
47162,IN,48013
47163,IN,55118
47164,IN,54804
47165,IN,49952
47166,IN,50425
47167,IN,48442
47170,IN,47548
47172,IN,72780
47175,IN,45051
47177,IN,56525
47201,IN,73802
47203,IN,74497
47220,IN,59841
47223,IN,45269
47224,IN,42954
47227,IN,47904
47229,IN,49236
47230,IN,47783
47231,IN,44947
47232,IN,57058
47234,IN,59176
47235,IN,53322
47240,IN,55676
47243,IN,50113
47244,IN,55280
47246,IN,56175
47250,IN,55672
47260,IN,44127
47264,IN,48516
47265,IN,47351
47270,IN,49763
47272,IN,48523
47273,IN,54872
47274,IN,56615
47281,IN,60524
47283,IN,48518
47302,IN,36072
47303,IN,41298
47304,IN,61390
47305,IN,32047
47320,IN,55078
47325,IN,44131
47326,IN,47106
47327,IN,46862
47330,IN,56537
47331,IN,46603
47334,IN,56433
47336,IN,43825
47338,IN,49412
47339,IN,48744
47340,IN,49531
47341,IN,49836
47342,IN,56245
47345,IN,55142
47346,IN,52381
47348,IN,46784
47352,IN,52429
47353,IN,49076
47354,IN,49679
47355,IN,46124
47356,IN,55586
47357,IN,51120
47358,IN,47892
47359,IN,46491
47360,IN,55858
47362,IN,47253
47368,IN,51623
47369,IN,42637
47371,IN,50222
47373,IN,42906
47374,IN,47776
47380,IN,44817
47383,IN,57284
47384,IN,51777
47385,IN,49310
47386,IN,56287
47387,IN,46014
47390,IN,41282
47393,IN,53127
47394,IN,46964
47396,IN,73521
47401,IN,86845
47403,IN,52806
47404,IN,54109
47406,IN,8885
47408,IN,82174
47421,IN,52293
47424,IN,55044
47427,IN,42928
47429,IN,53584
47431,IN,45500
47432,IN,43305
47433,IN,51411
47436,IN,54200
47438,IN,46809
47441,IN,48755
47443,IN,47269
47446,IN,46965
47448,IN,63658
47449,IN,53847
47451,IN,44957
47452,IN,45833
47453,IN,49831
47454,IN,44087
47456,IN,54570
47459,IN,53941
47460,IN,49916
47462,IN,57251
47465,IN,55770
47468,IN,73810
47469,IN,49215
47470,IN,49714
47471,IN,49526
47501,IN,50807
47512,IN,43696
47513,IN,49745
47514,IN,46887
47515,IN,48494
47516,IN,63711
47519,IN,55996
47520,IN,47109
47521,IN,60604
47522,IN,55536
47523,IN,50677
47524,IN,50819
47525,IN,66087
47527,IN,52732
47528,IN,53237
47529,IN,50851
47531,IN,60348
47532,IN,78270
47537,IN,51697
47541,IN,61598
47542,IN,56720
47546,IN,73407
47550,IN,61805
47551,IN,60638
47553,IN,55040
47557,IN,57196
47558,IN,57088
47561,IN,59551
47562,IN,64736
47564,IN,59920
47567,IN,53245
47568,IN,47421
47575,IN,54812
47576,IN,47933
47577,IN,48657
47578,IN,50833
47579,IN,77354
47580,IN,62515
47581,IN,48524
47585,IN,52447
47586,IN,50815
47588,IN,48237
47590,IN,57619
47591,IN,54775
47597,IN,59000
47598,IN,50042
47601,IN,59441
47610,IN,52474
47611,IN,51209
47612,IN,56507
47613,IN,76305
47615,IN,51261
47616,IN,47138
47619,IN,58625
47620,IN,65571
47630,IN,93786
47631,IN,65482
47633,IN,67983
47634,IN,52749
47635,IN,55208
47637,IN,48685
47638,IN,70558
47639,IN,79048
47640,IN,56473
47648,IN,59368
47649,IN,55098
47660,IN,48553
47665,IN,59494
47666,IN,48992
47670,IN,50732
47708,IN,107293
47710,IN,44251
47711,IN,52692
47712,IN,57957
47713,IN,33156
47714,IN,45451
47715,IN,60568
47720,IN,68769
47725,IN,102122
47802,IN,57858
47803,IN,60249
47804,IN,34864
47805,IN,55116
47807,IN,34028
47832,IN,48727
47833,IN,43571
47834,IN,52322
47837,IN,47680
47838,IN,47648
47840,IN,58654
47841,IN,47977
47842,IN,49590
47846,IN,55487
47847,IN,51747
47848,IN,50294
47849,IN,57623
47850,IN,50331
47854,IN,56626
47858,IN,53380
47859,IN,48590
47861,IN,49269
47862,IN,46089
47866,IN,46333
47868,IN,45888
47872,IN,53257
47874,IN,49061
47879,IN,45583
47882,IN,53002
47885,IN,48823
47901,IN,45769
47904,IN,36732
47905,IN,66274
47906,IN,83772
47909,IN,57147
47917,IN,42388
47918,IN,52398
47920,IN,77225
47921,IN,47234
47922,IN,48217
47923,IN,57304
47926,IN,47858
47928,IN,49685
47929,IN,53745
47930,IN,57418
47932,IN,57566
47933,IN,52561
47940,IN,52192
47942,IN,50029
47943,IN,54864
47944,IN,55184
47946,IN,60828
47948,IN,50966
47949,IN,49191
47950,IN,41039
47951,IN,49044
47952,IN,47646
47954,IN,55890
47955,IN,48253
47957,IN,42830
47959,IN,42706
47960,IN,54732
47963,IN,47903
47967,IN,52030
47968,IN,58579
47970,IN,55251
47971,IN,48719
47974,IN,51394
47975,IN,67388
47977,IN,64242
47978,IN,53708
47980,IN,53040
47981,IN,66204
47987,IN,49337
47989,IN,56342
47990,IN,53040
47991,IN,49383
47992,IN,65445
47993,IN,55203
47994,IN,52996
47995,IN,57593
48001,MI,61420
48002,MI,67407
48003,MI,65397
48005,MI,77861
48006,MI,61425
48009,MI,304545
48014,MI,50419
48015,MI,40266
48017,MI,63338
48021,MI,37882
48022,MI,58833
48023,MI,60942
48025,MI,239105
48026,MI,53662
48027,MI,59045
48028,MI,78292
48030,MI,36942
48032,MI,57947
48033,MI,52458
48034,MI,58155
48035,MI,46443
48036,MI,58448
48038,MI,60616
48039,MI,53725
48040,MI,57577
48041,MI,59600
48042,MI,82673
48043,MI,42026
48044,MI,75628
48045,MI,72208
48047,MI,73588
48048,MI,51095
48049,MI,60737
48050,MI,71546
48051,MI,60986
48054,MI,72577
48059,MI,65169
48060,MI,42932
48062,MI,61759
48063,MI,65024
48064,MI,61345
48065,MI,86719
48066,MI,38855
48067,MI,97419
48069,MI,136257
48070,MI,203817
48071,MI,48278
48072,MI,76974
48073,MI,78676
48074,MI,50660
48075,MI,56080
48076,MI,62165
48079,MI,75600
48080,MI,56185
48081,MI,61360
48082,MI,53852
48083,MI,79109
48084,MI,136248
48085,MI,99326
48088,MI,51194
48089,MI,34802
48091,MI,36194
48092,MI,50158
48093,MI,49973
48094,MI,100132
48095,MI,104427
48096,MI,81088
48097,MI,49900
48098,MI,160617
48101,MI,59052
48103,MI,121489
48104,MI,119755
48105,MI,139913
48108,MI,96628
48109,MI,32020
48111,MI,58793
48114,MI,101439
48116,MI,100676
48117,MI,65311
48118,MI,93202
48120,MI,52946
48122,MI,35204
48124,MI,71267
48125,MI,40764
48126,MI,37786
48127,MI,51502
48128,MI,68754
48130,MI,115328
48131,MI,63566
48133,MI,57586
48134,MI,66667
48135,MI,46570
48137,MI,72246
48138,MI,131913
48140,MI,69187
48141,MI,29513
48144,MI,81525
48145,MI,73413
48146,MI,38666
48150,MI,62392
48152,MI,75122
48154,MI,72604
48157,MI,55040
48158,MI,72151
48159,MI,61358
48160,MI,65664
48161,MI,55438
48162,MI,58044
48164,MI,72047
48165,MI,81973
48166,MI,58825
48167,MI,140929
48168,MI,193952
48169,MI,81241
48170,MI,114964
48173,MI,68233
48174,MI,46113
48176,MI,106060
48178,MI,104145
48179,MI,65092
48180,MI,42356
48182,MI,70463
48183,MI,61525
48184,MI,41360
48185,MI,46260
48186,MI,44225
48187,MI,85007
48188,MI,88003
48189,MI,72525
48191,MI,63186
48192,MI,52010
48193,MI,57741
48195,MI,51227
48197,MI,58074
48198,MI,49615
48201,MI,46852
48202,MI,39170
48203,MI,37339
48204,MI,25572
48205,MI,25545
48206,MI,30532
48207,MI,47180
48208,MI,31710
48209,MI,28248
48210,MI,26202
48211,MI,26986
48212,MI,25187
48213,MI,24167
48214,MI,44422
48215,MI,35991
48216,MI,40786
48217,MI,29048
48218,MI,28686
48219,MI,31743
48220,MI,61146
48221,MI,41675
48223,MI,35624
48224,MI,29913
48225,MI,40320
48226,MI,256062
48227,MI,27571
48228,MI,25336
48229,MI,28522
48230,MI,177225
48234,MI,26848
48235,MI,30450
48236,MI,287494
48237,MI,47670
48238,MI,24780
48239,MI,44378
48240,MI,39655
48301,MI,256820
48302,MI,297526
48304,MI,363142
48306,MI,165471
48307,MI,91197
48309,MI,109711
48310,MI,47599
48312,MI,54568
48313,MI,63554
48314,MI,66611
48315,MI,91911
48316,MI,84361
48317,MI,57867
48320,MI,91883
48322,MI,121139
48323,MI,171319
48324,MI,141944
48326,MI,80022
48327,MI,55565
48328,MI,56634
48329,MI,67571
48331,MI,142200
48334,MI,94595
48335,MI,84386
48336,MI,63309
48340,MI,30757
48341,MI,38867
48342,MI,26510
48346,MI,75972
48348,MI,120169
48350,MI,81436
48353,MI,80792
48356,MI,78791
48357,MI,93944
48359,MI,85305
48360,MI,99144
48362,MI,92944
48363,MI,169877
48367,MI,94987
48370,MI,115330
48371,MI,81874
48374,MI,155639
48375,MI,99333
48377,MI,88144
48380,MI,131699
48381,MI,94086
48382,MI,109756
48383,MI,75933
48386,MI,75518
48390,MI,80988
48393,MI,63036
48401,MI,44317
48412,MI,56724
48413,MI,47871
48414,MI,54048
48415,MI,52222
48416,MI,48666
48417,MI,47418
48418,MI,59183
48419,MI,47455
48420,MI,50187
48421,MI,54933
48422,MI,46946
