zipcode,state,avg_income,Zips.primary_city,latitude,longitude,Zips.county,Zips.estimated_population
48184,MI,41360,Wayne,42.27,-83.38,Wayne County,13869
48185,MI,46260,Westland,42.31,-83.38,Wayne County,39266
48186,MI,44225,Westland,42.31,-83.38,Wayne County,28349
48187,MI,85007,Canton,42.3,-83.48,Wayne County,42487
48188,MI,88003,Canton,42.3,-83.48,Wayne County,34181
48189,MI,72525,Whitmore Lake,42.42,-83.74,Washtenaw County,11257
48191,MI,63186,Willis,42.12,-83.57,Washtenaw County,2979
48192,MI,52010,Wyandotte,42.21,-83.15,Wayne County,21934
48193,MI,57741,Riverview,42.16,-83.21,Wayne County,12834
48195,MI,51227,Southgate,42.2,-83.2,Wayne County,25736
48197,MI,58074,Ypsilanti,42.24,-83.62,Washtenaw County,43735
48198,MI,49615,Ypsilanti,42.24,-83.62,Washtenaw County,28359
48201,MI,46852,Detroit,42.38,-83.1,Wayne County,5381
48202,MI,39170,Detroit,42.38,-83.1,Wayne County,8794
48203,MI,37339,Highland Park,42.4,-83.09,Wayne County,17195
48204,MI,25572,Detroit,42.38,-83.1,Wayne County,17495
48205,MI,25545,Detroit,42.38,-83.1,Wayne County,28697
48206,MI,30532,Detroit,42.38,-83.1,Wayne County,12421
48207,MI,47180,Detroit,42.38,-83.1,Wayne County,11555
48208,MI,31710,Detroit,42.38,-83.1,Wayne County,5264
48209,MI,28248,Detroit,42.38,-83.1,Wayne County,21385
48210,MI,26202,Detroit,42.38,-83.1,Wayne County,18392
48211,MI,26986,Detroit,42.38,-83.1,Wayne County,4092
48212,MI,25187,Hamtramck,42.39,-83.05,Wayne County,24163
48213,MI,24167,Detroit,42.38,-83.1,Wayne County,17255
48214,MI,44422,Detroit,42.38,-83.1,Wayne County,13128
48215,MI,35991,Detroit,42.38,-83.1,Wayne County,7950
48216,MI,40786,Detroit,42.38,-83.1,Wayne County,2900
48217,MI,29048,Detroit,42.38,-83.1,Wayne County,5019
48218,MI,28686,River Rouge,42.27,-83.13,Wayne County,5294
48219,MI,31743,Detroit,42.38,-83.1,Wayne County,32123
48220,MI,61146,Ferndale,42.45,-83.13,Oakland County,17626
48221,MI,41675,Detroit,42.38,-83.1,Wayne County,25946
48223,MI,35624,Detroit,42.38,-83.1,Wayne County,16910
48224,MI,29913,Detroit,42.38,-83.1,Wayne County,29980
48225,MI,40320,Harper Woods,42.43,-82.92,Wayne County,11454
48226,MI,256062,Detroit,42.38,-83.1,Wayne County,2673
48227,MI,27571,Detroit,42.38,-83.1,Wayne County,29305
48228,MI,25336,Detroit,42.38,-83.1,Wayne County,33935
48229,MI,28522,Ecorse,42.24,-83.14,Wayne County,6395
48230,MI,177225,Grosse Pointe,42.38,-82.91,Wayne County,15022
48234,MI,26848,Detroit,42.38,-83.1,Wayne County,23901
48235,MI,30450,Detroit,42.38,-83.1,Wayne County,31279
48236,MI,287494,Grosse Pointe,42.38,-82.91,Wayne County,27762
48237,MI,47670,Oak Park,42.46,-83.18,Oakland County,23430
