state,declaration_title,declaration_type,fy_declared
ND,"Severe Flooding,Severe Winter Storms, Snowmelt, Spring Rains",DR,1997
ND,"Severe Flooding,Severe Winter Storms, Snowmelt, Spring Rains",DR,1997
SD,"Severe Flooding, Sever Winter Storms,Heavy Rains High Winds",DR,1997
SD,"Severe Flooding, Sever Winter Storms,Heavy Rains High Winds",DR,1997
ND,"Severe Flooding,Severe Winter Storms, Snowmelt, Spring Rains",DR,1997
ND,"Severe Flooding,Severe Winter Storms, Snowmelt, Spring Rains",DR,1997
SD,"Severe Flooding, Sever Winter Storms,Heavy Rains High Winds",DR,1997
SD,"Severe Flooding, Sever Winter Storms,Heavy Rains High Winds",DR,1997
SD,"Severe Flooding, Sever Winter Storms,Heavy Rains High Winds",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
MN,"Severe Flooding, High Winds,Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
AR,"Flooding, Severe Storms",DR,1997
ID,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",DR,1997
ID,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",DR,1997
ID,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",DR,1997
ID,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",DR,1997
MS,Flooding,DR,1997
ID,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",DR,1997
ID,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",DR,1997
ID,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",DR,1997
ID,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",DR,1997
MS,Flooding,DR,1997
ID,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",DR,1997
ID,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",DR,1997
MS,Flooding,DR,1997
ID,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",DR,1997
MS,Flooding,DR,1997
ID,"Severe Storms, Snowmelt, Land/Mud Slides, Flooding",DR,1997
WI,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
WI,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
WI,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
WI,Severe Storms And Flooding,DR,1997
TX,Severe Storms And Flooding,DR,1997
MI,"Severe Storms, Tornadoes,And Flooding",DR,1997
MI,"Severe Storms, Tornadoes,And Flooding",DR,1997
MI,"Severe Storms, Tornadoes,And Flooding",DR,1997
MI,"Severe Storms, Tornadoes,And Flooding",DR,1997
MI,"Severe Storms, Tornadoes,And Flooding",DR,1997
WA,"Fl00ding, Snow Melt",DR,1997
WA,Benton City Fire,FM,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
VT,"Excessive Rainfall, High Winds, And Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
VT,"Excessive Rainfall, High Winds, And Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
AL,"Severe Storms, Flooding,High Winds, Assoc With Hurr Danny",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
AL,"Severe Storms, Flooding,High Winds, Assoc With Hurr Danny",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
VT,"Excessive Rainfall, High Winds, And Flooding",DR,1997
AL,"Severe Storms, Flooding,High Winds, Assoc With Hurr Danny",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
VT,"Excessive Rainfall, High Winds, And Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
MT,"Severe Storms,Ice Jams, Snow Melt, Flooding",DR,1997
VT,"Excessive Rainfall, High Winds, And Flooding",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
CO,"Severe Storms, Heavy Rain, Flash Floods, Flooding, Mudslides",DR,1997
WA,Tum Tum Fire,FM,1997
MN,"Severe Storms, Tornadoes, High Winds, Flooding",DR,1997
MN,"Severe Storms, Tornadoes, High Winds, Flooding",DR,1997
MN,"Severe Storms, Tornadoes, High Winds, Flooding",DR,1997
MN,"Severe Storms, Tornadoes, High Winds, Flooding",DR,1997
MN,"Severe Storms, Tornadoes, High Winds, Flooding",DR,1997
MN,"Severe Storms, Tornadoes, High Winds, Flooding",DR,1997
MN,"Severe Storms, Tornadoes, High Winds, Flooding",DR,1997
WA,Olympia Command Fire,FM,1997
IL,Severe Storms And Flooding,DR,1997
NJ,Severe Storms And Flooding,DR,1997
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
NE,"Severe Snow Storms, Rain, And Strong Winds",DR,1998
IA,Severe Snowstorms,DR,1998
IA,Severe Snowstorms,DR,1998
IA,Severe Snowstorms,DR,1998
IA,Severe Snowstorms,DR,1998
IA,Severe Snowstorms,DR,1998
IA,Severe Snowstorms,DR,1998
IA,Severe Snowstorms,DR,1998
IA,Severe Snowstorms,DR,1998
IA,Severe Snowstorms,DR,1998
IA,Severe Snowstorms,DR,1998
IA,Severe Snowstorms,DR,1998
IA,Severe Snowstorms,DR,1998
IA,Severe Snowstorms,DR,1998
MP,Super Typhoon Keith,DR,1998
MP,Super Typhoon Keith,DR,1998
MP,Super Typhoon Keith,DR,1998
GU,"Typhoon Paka, Torrential Rains, High Winds, High Surf",DR,1998
MP,Super Typhoon Paka,DR,1998
NY,Severe Storms And Flooding,DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
NY,Severe Storms And Flooding,DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
NY,Severe Storms And Flooding,DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
NY,Severe Storms And Flooding,DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
NY,Severe Storms And Flooding,DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
NY,Severe Storms And Flooding,DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
NY,Severe Storms And Flooding,DR,1998
NY,Severe Storms And Flooding,DR,1998
NY,Severe Storms And Flooding,DR,1998
NY,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
TN,Severe Storms And Flooding,DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
TN,Severe Storms And Flooding,DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
TN,Severe Storms And Flooding,DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
ME,"Severe Ice Storms, Rains And High Winds",DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
TN,Severe Storms And Flooding,DR,1998
NH,"Severe Ice Storm, Rains And High Winds",DR,1998
VT,"Severe Ice Storms, Rain, High Winds And Flooding",DR,1998
NH,"Severe Ice Storm, Rains And High Winds",DR,1998
NH,"Severe Ice Storm, Rains And High Winds",DR,1998
NC,Severe Storms And Flooding,DR,1998
NH,"Severe Ice Storm, Rains And High Winds",DR,1998
NC,Severe Storms And Flooding,DR,1998
NH,"Severe Ice Storm, Rains And High Winds",DR,1998
NH,"Severe Ice Storm, Rains And High Winds",DR,1998
VT,"Severe Ice Storms, Rain, High Winds And Flooding",DR,1998
NC,Severe Storms And Flooding,DR,1998
NC,Severe Storms And Flooding,DR,1998
NC,Severe Storms And Flooding,DR,1998
NC,Severe Storms And Flooding,DR,1998
NH,"Severe Ice Storm, Rains And High Winds",DR,1998
VT,"Severe Ice Storms, Rain, High Winds And Flooding",DR,1998
VT,"Severe Ice Storms, Rain, High Winds And Flooding",DR,1998
NC,Severe Storms And Flooding,DR,1998
VT,"Severe Ice Storms, Rain, High Winds And Flooding",DR,1998
NC,Severe Storms And Flooding,DR,1998
NC,Severe Storms And Flooding,DR,1998
NH,"Severe Ice Storm, Rains And High Winds",DR,1998
NH,"Severe Ice Storm, Rains And High Winds",DR,1998
NC,Severe Storms And Flooding,DR,1998
VT,"Severe Ice Storms, Rain, High Winds And Flooding",DR,1998
NM,Severe Winter Storm,DR,1998
NM,Severe Winter Storm,DR,1998
NM,Severe Winter Storm,DR,1998
NM,Severe Winter Storm,DR,1998
NM,Severe Winter Storm,DR,1998
NM,Severe Winter Storm,DR,1998
NM,Severe Winter Storm,DR,1998
NM,Severe Winter Storm,DR,1998
NM,Severe Winter Storm,DR,1998
NM,Severe Winter Storm,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
CA,Severe Winter Storms And Flooding,DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
FL,"Severe Storms, High Winds, Tornadoes, And Flooding",DR,1998
DE,"Severe Winter Storms, High Winds, And Flooding",DR,1998
HI,Hawaiian Beaches Subdivision Fire,FM,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
NJ,"Severe Winter Coastal Storm, High Winds, Flooding",DR,1998
NJ,"Severe Winter Coastal Storm, High Winds, Flooding",DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
NJ,"Severe Winter Coastal Storm, High Winds, Flooding",DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
KY,Severe Winter Storm,DR,1998
AL,Severe Storms And Flooding,DR,1998
AL,Severe Storms And Flooding,DR,1998
AL,Severe Storms And Flooding,DR,1998
AL,Severe Storms And Flooding,DR,1998
