zipcode,state,total_pop,avg_income
27545,NC,14700,55453.81
27546,NC,7490,50365.95
27549,NC,9810,48580.84
27551,NC,800,58272.5
27553,NC,920,41811.96
27557,NC,3330,44101.8
27559,NC,1160,65600.0
27560,NC,16950,91247.96
27562,NC,1310,103729.77
27563,NC,1860,35220.97
27565,NC,11040,50909.78
27569,NC,3600,50779.17
27571,NC,3540,87108.19
27572,NC,3150,68317.14
27573,NC,4730,40525.58
27574,NC,6220,52233.92
27576,NC,7150,42955.38
27577,NC,10150,58541.08
27581,NC,1720,55805.81
27583,NC,3330,57714.71
27587,NC,31900,100069.94
27589,NC,2830,36672.79
27591,NC,10670,61385.1
27592,NC,7750,63374.45
27596,NC,8470,68914.05
27597,NC,11330,56896.56
27601,NC,4370,73950.11
27603,NC,23940,69768.84
27604,NC,21550,54474.85
27605,NC,3440,104614.24
27606,NC,20570,73206.37
27607,NC,9870,121463.22
27608,NC,5800,229696.72
27609,NC,18490,108908.22
27610,NC,31740,39336.2
27612,NC,20580,100982.07
27613,NC,23040,109881.29
27614,NC,16310,157396.57
27615,NC,22190,115138.53
27616,NC,25420,52179.54
27617,NC,10500,89515.33
27701,NC,10060,67993.64
27703,NC,28620,60535.39
27704,NC,17500,41566.29
27705,NC,21040,88701.9
27707,NC,21680,78004.43
27712,NC,10540,84025.14
27713,NC,26710,78214.64
27801,NC,7610,31936.66
27803,NC,8750,53876.57
27804,NC,13110,57138.52
27805,NC,1360,36972.06
27806,NC,880,51217.05
27807,NC,2960,46808.45
27808,NC,1060,78046.23
27809,NC,2060,50948.06
27810,NC,1460,50911.64
27812,NC,980,47617.35
27814,NC,700,59675.71
27816,NC,1170,38597.44
27817,NC,3350,59699.7
27818,NC,500,42944.0
27820,NC,1090,44940.37
27821,NC,120,35158.33
27822,NC,3750,52793.07
27823,NC,2750,35720.36
27824,NC,490,41832.65
27826,NC,260,40680.77
27828,NC,3590,53429.53
27829,NC,760,43975.0
27830,NC,1890,46242.33
27831,NC,1170,33015.38
27832,NC,1200,37042.5
27834,NC,22630,46881.48
27837,NC,2500,70932.0
27839,NC,1160,40400.86
27840,NC,220,37927.27
27842,NC,680,78480.88
27843,NC,390,34823.08
27844,NC,1090,34055.05
27845,NC,670,44952.24
27846,NC,1280,48058.59
27847,NC,300,29463.33
27849,NC,590,32654.24
27850,NC,2810,64383.27
27851,NC,2210,44552.94
27852,NC,1150,50027.83
27853,NC,190,39336.84
27855,NC,2180,43344.04
27856,NC,7580,53978.5
27857,NC,480,40929.17
27858,NC,21350,72370.49
27860,NC,800,48403.75
27862,NC,290,48734.48
27863,NC,5510,50415.97
27864,NC,1910,41680.63
27865,NC,810,48514.81
27866,NC,310,38383.87
27869,NC,820,35429.27
27870,NC,10840,44032.75
27871,NC,1750,38909.71
27872,NC,180,31688.89
27874,NC,1730,37938.73
27875,NC,160,39068.75
27876,NC,490,43210.2
27880,NC,1450,66022.07
27882,NC,3240,45351.85
27883,NC,1500,41111.33
27884,NC,630,48015.87
27885,NC,400,39902.5
27886,NC,8100,43619.51
27888,NC,1020,40729.41
27889,NC,11770,51625.4
27890,NC,920,32488.04
27891,NC,2210,40484.16
27892,NC,5990,44639.4
27893,NC,15610,38670.98
27896,NC,9660,71547.62
27897,NC,550,35450.91
27909,NC,17180,48229.92
27910,NC,4300,44309.53
27916,NC,380,56786.84
27917,NC,320,31831.25
27919,NC,490,47461.22
27921,NC,2220,63687.39
27922,NC,330,40178.79
27923,NC,340,47247.06
27924,NC,1160,42040.52
27925,NC,1510,39368.87
27926,NC,710,49453.52
27927,NC,720,81036.11
27928,NC,750,42196.0
27929,NC,820,79765.85
27932,NC,5320,58410.53
27935,NC,600,49745.0
27937,NC,1560,48926.92
27938,NC,570,50335.09
27939,NC,1310,45817.56
27941,NC,300,59463.33
27942,NC,300,48100.0
27944,NC,5000,56293.2
27946,NC,510,56203.92
27947,NC,490,45761.22
27948,NC,6530,53823.28
27949,NC,4640,96308.62
27950,NC,870,55848.28
27953,NC,430,42416.28
27954,NC,3260,63325.15
27956,NC,150,67186.67
27957,NC,640,56129.69
27958,NC,5380,71442.94
27959,NC,1700,75720.0
27962,NC,2960,41598.31
27964,NC,300,65350.0
27965,NC,250,41716.0
27966,NC,610,44295.08
27970,NC,1310,45016.03
27973,NC,730,56360.27
27974,NC,530,50677.36
27976,NC,1660,64607.83
27979,NC,640,54579.69
27980,NC,890,50013.48
27981,NC,770,46628.57
27983,NC,3270,41272.48
27986,NC,480,47581.25
28001,NC,10990,48947.95
28006,NC,550,56203.64
28012,NC,11480,80978.22
28016,NC,5660,43407.6
28018,NC,2170,49153.46
28020,NC,1000,45021.0
28021,NC,5580,53196.42
28023,NC,6860,52925.22
28025,NC,24420,58471.83
28027,NC,32700,71679.02
28031,NC,14910,145303.02
28032,NC,1610,87554.04
28033,NC,1300,47217.69
28034,NC,8080,47657.18
28036,NC,8510,157058.87
28037,NC,11660,106592.88
28040,NC,2970,44140.74
28043,NC,8110,42298.15
28052,NC,14360,37398.12
28054,NC,17370,48236.61
28056,NC,15290,69126.49
28071,NC,1330,56593.23
28073,NC,2110,39298.58
28075,NC,9400,92966.81
28078,NC,29560,99926.45
28079,NC,17530,68661.78
28080,NC,3500,62580.0
28081,NC,12070,52600.66
28083,NC,11280,41009.66
28086,NC,11930,49325.73
28088,NC,1550,49567.74
28090,NC,3070,45163.52
28091,NC,910,35862.64
28092,NC,16390,50834.35
28097,NC,3030,62036.96
28098,NC,1780,49576.97
28101,NC,380,79689.47
28103,NC,4490,53341.43
28104,NC,14960,124412.77
28105,NC,20380,90645.63
28107,NC,3900,67051.54
28110,NC,22920,57831.81
28112,NC,11540,53198.35
28114,NC,2610,43002.3
28115,NC,18860,64856.52
28117,NC,21290,132382.9
28119,NC,1060,32714.15
28120,NC,10710,63422.97
28124,NC,3110,58783.92
28125,NC,1260,69932.54
28127,NC,2890,69742.21
28128,NC,3190,56101.88
28129,NC,2500,58337.2
28133,NC,1120,53688.39
28134,NC,5880,60511.39
28135,NC,1500,45583.33
28137,NC,1330,52714.29
28138,NC,4600,54754.35
28139,NC,7860,52300.38
28144,NC,10060,55978.53
28146,NC,12700,54292.91
28147,NC,10930,50413.91
28150,NC,11500,53961.22
28152,NC,9950,45347.04
28159,NC,1360,38452.94
28160,NC,1600,35349.38
28163,NC,2290,66272.93
28164,NC,6830,66912.15
28166,NC,4790,75972.44
28167,NC,990,47658.59
28168,NC,4390,48097.72
28170,NC,4630,37042.76
28173,NC,25330,146061.27
28174,NC,3430,44391.84
28202,NC,9000,110543.22
28203,NC,10660,133450.38
28204,NC,5080,92401.77
28205,NC,23220,65797.24
28206,NC,6170,36077.96
28207,NC,4410,501715.42
28208,NC,17370,34427.23
28209,NC,12240,132031.29
28210,NC,22320,117995.52
28211,NC,14340,276930.2
28212,NC,17410,33618.5
28213,NC,19690,40155.97
28214,NC,19710,50299.9
28215,NC,27430,43188.08
28216,NC,26220,45980.82
28217,NC,12780,40883.26
28226,NC,19160,153221.24
28227,NC,26550,57560.11
28262,NC,19650,48078.07
28269,NC,38460,56955.33
28270,NC,15420,126331.84
28273,NC,19650,50784.58
28277,NC,33530,135545.63
28278,NC,15040,95939.96
28301,NC,6090,32604.93
28303,NC,14170,56511.93
28304,NC,16280,42803.07
28305,NC,2970,96782.83
28306,NC,17970,53282.86
28307,NC,5370,41873.37
28311,NC,15670,50259.09
28312,NC,8270,57665.78
28314,NC,25160,42425.76
28315,NC,5730,49881.33
28318,NC,1900,48952.63
28320,NC,3080,43921.1
28323,NC,1780,49433.15
28326,NC,8860,51551.58
28327,NC,7570,66046.63
28328,NC,10100,48229.11
28333,NC,4550,35519.56
28334,NC,9840,49123.88
28337,NC,4000,46961.0
28338,NC,1660,42025.3
28339,NC,2830,42383.39
28340,NC,3810,35327.82
28341,NC,1600,44566.88
28343,NC,590,34664.41
28344,NC,1220,42415.57
28345,NC,4870,36919.92
28347,NC,380,30857.89
28348,NC,15720,49750.51
28349,NC,1500,46346.67
28351,NC,1920,36658.33
28352,NC,8820,42673.7
28356,NC,2210,57869.68
28357,NC,1030,42673.79
28358,NC,12860,44761.2
28360,NC,4820,38402.9
28363,NC,480,37487.5
28364,NC,4920,34351.83
28365,NC,6320,44629.59
28366,NC,2140,48932.24
28369,NC,860,35667.44
28371,NC,2860,42455.59
28372,NC,5180,40391.12
28373,NC,1140,44122.81
28374,NC,9020,123639.36
28376,NC,17490,46042.2
28377,NC,4320,34697.92
28379,NC,9790,41182.43
28382,NC,2900,43322.07
28383,NC,2800,34590.36
28384,NC,4420,38839.59
28385,NC,1340,42833.58
28386,NC,2060,32443.69
28387,NC,7510,84075.63
28390,NC,9490,44896.31
28391,NC,2450,54117.14
28392,NC,700,43777.14
28393,NC,820,39904.88
28394,NC,2310,64960.17
28395,NC,1110,59970.27
28396,NC,1100,48009.09
28398,NC,2820,35443.26
28399,NC,700,45250.0
28401,NC,10030,42006.28
28403,NC,16060,73977.83
28405,NC,15500,90925.94
28409,NC,16390,102820.2
28411,NC,17880,86215.16
28412,NC,20780,61385.32
28420,NC,1460,40916.44
28421,NC,660,41669.7
28422,NC,3620,63767.96
28423,NC,840,42950.0
28425,NC,4280,48174.77
28428,NC,3540,83796.33
28429,NC,4030,51988.59
28430,NC,690,48914.49
28431,NC,2620,40146.56
28432,NC,790,44045.57
28433,NC,1780,41664.04
28434,NC,480,42441.67
28435,NC,1000,41450.0
28436,NC,910,48020.88
28438,NC,650,45401.54
28439,NC,490,40055.1
28441,NC,1220,39872.95
28442,NC,630,38141.27
28443,NC,10860,77018.69
28444,NC,890,46055.06
28445,NC,4480,65672.99
28447,NC,470,48802.13
28448,NC,360,38458.33
28449,NC,1030,97363.11
28450,NC,980,62250.0
28451,NC,17970,67967.28
28452,NC,330,25690.91
28453,NC,1410,37635.46
28454,NC,1280,41941.41
28455,NC,720,45726.39
28456,NC,1530,41833.33
28457,NC,4820,48158.51
28458,NC,2290,35992.14
28460,NC,5620,62751.07
28461,NC,11080,91279.42
28462,NC,5660,54993.46
28463,NC,2920,39956.85
28464,NC,890,36630.34
28465,NC,4210,75555.11
28466,NC,3710,54646.63
28467,NC,5780,63738.41
28468,NC,2550,77761.96
28469,NC,4290,90639.16
28470,NC,4540,49736.34
28472,NC,7250,46415.03
28478,NC,1860,42595.7
28479,NC,2730,58267.4
28480,NC,1570,204750.96
28501,NC,7050,37221.28
28504,NC,8930,52276.15
28508,NC,920,37313.04
28510,NC,750,64389.33
28511,NC,240,49641.67
28512,NC,1800,89446.11
28513,NC,4130,47477.97
28515,NC,860,42876.74
28516,NC,5330,63542.96
28518,NC,3310,46071.6
28520,NC,110,48554.55
28521,NC,870,46677.01
28523,NC,1120,47542.86
28524,NC,140,50957.14
28525,NC,1370,44358.39
28526,NC,950,41460.0
28527,NC,530,51086.79
28528,NC,250,48660.0
28529,NC,850,47390.59
28530,NC,2950,41808.14
28531,NC,540,57918.52
28532,NC,9550,45947.02
28538,NC,920,40703.26
28539,NC,7110,47525.32
28540,NC,20720,46433.54
28543,NC,1490,36905.37
28544,NC,2100,31484.29
28546,NC,20660,45223.72
28547,NC,2580,45571.71
28551,NC,5610,46758.82
28553,NC,190,49394.74
28555,NC,2280,41919.3
28556,NC,360,67033.33
28557,NC,7370,70778.15
28560,NC,12100,55310.99
28562,NC,18310,71068.32
28570,NC,9860,53932.66
28571,NC,1290,79890.7
28572,NC,2550,43454.51
28573,NC,900,50018.89
28574,NC,7410,46090.96
28577,NC,110,53781.82
28578,NC,2080,41617.79
28579,NC,250,48628.0
28580,NC,4070,45478.38
28582,NC,940,60108.51
28584,NC,6420,70719.63
28585,NC,1530,42743.14
28586,NC,2860,44129.72
28590,NC,12440,67614.95
28594,NC,2270,108457.71
28601,NC,23520,70411.61
28602,NC,12500,49457.68
28604,NC,2990,59508.7
28605,NC,1930,101607.25
28606,NC,840,41342.86
28607,NC,11530,61866.61
28609,NC,2800,67806.07
28610,NC,4680,47203.63
28611,NC,310,51812.9
28612,NC,4690,44287.85
28613,NC,10580,53852.08
28615,NC,720,39377.78
28617,NC,860,45438.37
28618,NC,1070,51193.46
28621,NC,4160,48478.12
28622,NC,920,38602.17
28623,NC,640,55143.75
28624,NC,640,43287.5
28625,NC,17150,54403.73
28626,NC,1070,56186.92
28627,NC,550,42601.82
28630,NC,8390,51998.57
28631,NC,250,45156.0
28634,NC,2130,44659.62
28635,NC,1500,41910.0
28636,NC,2190,43458.45
28637,NC,1040,44816.35
28638,NC,5330,44093.06
28640,NC,2010,53717.41
28642,NC,2180,43208.72
28643,NC,1250,40851.2
28644,NC,620,47772.58
28645,NC,18750,44747.84
28649,NC,390,38766.67
28650,NC,5860,49429.18
28651,NC,2750,46478.91
28654,NC,1560,48427.56
28655,NC,21730,48449.47
28657,NC,3470,44116.14
28658,NC,12180,54126.11
28659,NC,8250,47140.36
28660,NC,970,49358.76
28663,NC,260,46150.0
28665,NC,1050,54810.48
28668,NC,170,155311.76
28669,NC,1160,40382.76
28670,NC,1100,48682.73
28673,NC,3200,99117.5
28675,NC,2540,49269.69
28676,NC,1510,64760.93
28677,NC,15640,46938.75
28678,NC,2140,46778.5
28679,NC,850,54576.47
28681,NC,10460,51699.33
28682,NC,640,109579.69
28683,NC,670,44092.54
28684,NC,820,56769.51
28685,NC,680,46763.24
28689,NC,860,60747.67
28690,NC,3940,47701.52
28692,NC,1830,57412.02
28693,NC,590,41432.2
28694,NC,3410,51202.93
28697,NC,5340,63856.74
28698,NC,860,46248.84
28701,NC,1890,56149.21
28702,NC,190,48552.63
28704,NC,10940,72007.68
28705,NC,2370,46891.14
28708,NC,220,42068.18
28709,NC,940,49395.74
28711,NC,6390,63528.48
28712,NC,8260,67277.12
28713,NC,3910,44756.01
28714,NC,6440,49772.83
28715,NC,12400,59291.21
28716,NC,8000,48167.75
28717,NC,1260,96737.3
28718,NC,300,70383.33
28719,NC,4350,41000.0
28721,NC,4680,53548.08
28722,NC,2860,63033.92
28723,NC,2940,47487.76
28726,NC,1510,36320.53
28729,NC,1840,59215.22
28730,NC,4540,79606.39
28731,NC,4260,77761.27
28732,NC,8950,72428.6
28734,NC,11660,51900.77
28735,NC,140,54300.0
28736,NC,320,65809.38
28739,NC,9420,73061.89
28740,NC,910,43670.33
28741,NC,1770,108192.66
28742,NC,1480,60102.7
28743,NC,830,44609.64
28745,NC,700,72612.86
28746,NC,1240,81049.19
28747,NC,780,61726.92
28748,NC,5700,48550.18
28751,NC,1960,52727.04
28752,NC,12240,44200.41
28753,NC,4790,47146.35
28754,NC,3470,51338.9
28756,NC,1760,61118.75
28759,NC,3470,81121.33
28761,NC,3460,53858.96
28762,NC,3050,42927.54
28763,NC,1160,43708.62
28766,NC,710,54878.87
28768,NC,3120,59285.26
28771,NC,3140,44266.24
28772,NC,800,41058.75
28773,NC,1510,59710.6
28774,NC,510,93643.14
28775,NC,270,62392.59
28777,NC,3650,47613.42
28778,NC,4810,49173.6
28779,NC,6670,50351.57
28781,NC,320,44371.88
28782,NC,2670,70095.88
28783,NC,550,46127.27
28785,NC,3480,57734.48
28786,NC,9350,53788.56
28787,NC,10440,60706.42
28789,NC,2730,43391.21
28790,NC,1370,54586.86
28791,NC,6810,66124.23
28792,NC,14590,50022.28
28801,NC,6900,67244.06
28803,NC,16500,91998.79
28804,NC,10650,98463.19
28805,NC,9240,63277.6
28806,NC,20970,48448.55
28901,NC,2000,43147.5
28902,NC,590,56766.1
28904,NC,3710,54967.92
28905,NC,1230,41914.63
28906,NC,8210,46782.1
28909,NC,410,39570.73
99999,NC,70060,67125.68
0,ND,357750,75434.35
58004,ND,100,64970.0
58005,ND,350,107231.43
58006,ND,200,135710.0
58008,ND,130,72953.85
58011,ND,190,87384.21
58012,ND,1180,85155.08
58015,ND,150,79313.33
58017,ND,120,78766.67
58018,ND,190,83068.42
58021,ND,220,67254.55
58027,ND,630,64690.48
58030,ND,310,74716.13
58031,ND,180,67283.33
58032,ND,370,69748.65
58033,ND,190,84115.79
58035,ND,140,73164.29
58036,ND,130,74923.08
58038,ND,160,80662.5
58040,ND,560,66792.86
58041,ND,750,61825.33
58042,ND,720,86808.33
58045,ND,1100,73480.0
58046,ND,280,81167.86
58047,ND,1930,127085.49
58048,ND,240,69862.5
58049,ND,140,83057.14
58051,ND,740,96789.19
58052,ND,280,66850.0
58053,ND,520,61550.0
58054,ND,1590,64142.77
58059,ND,770,84400.0
58060,ND,670,64501.49
58061,ND,200,75970.0
58063,ND,150,62646.67
58064,ND,210,75642.86
58067,ND,120,64758.33
58068,ND,160,53412.5
58071,ND,230,64856.52
58072,ND,3620,64081.49
58075,ND,4110,66272.75
58077,ND,370,89478.38
58078,ND,18400,81159.67
58079,ND,250,87756.0
58081,ND,390,71848.72
58102,ND,13400,71084.55
58103,ND,24230,59161.87
58104,ND,22880,85761.76
58201,ND,19790,79260.23
58203,ND,6850,48389.93
58204,ND,570,50696.49
58210,ND,150,63193.33
58212,ND,200,64345.0
58214,ND,190,69257.89
58218,ND,360,78663.89
58220,ND,1060,71190.57
58222,ND,140,56985.71
58223,ND,110,80036.36
58225,ND,460,74389.13
58227,ND,230,65339.13
58228,ND,450,57817.78
58230,ND,320,69081.25
58231,ND,210,61333.33
58233,ND,180,72666.67
58235,ND,200,67420.0
58237,ND,2470,59916.19
58240,ND,580,70700.0
58243,ND,250,83164.0
58249,ND,1200,78972.5
58251,ND,950,65994.74
58254,ND,260,62557.69
58256,ND,420,75816.67
58257,ND,960,64689.58
58258,ND,150,58773.33
58259,ND,190,60842.11
58261,ND,520,66128.85
58265,ND,220,76204.55
58267,ND,680,71086.76
58270,ND,960,70080.21
58271,ND,340,86482.35
58272,ND,130,51576.92
58273,ND,120,46950.0
58274,ND,440,67795.45
58275,ND,370,79056.76
58276,ND,240,71562.5
58277,ND,110,53454.55
58278,ND,990,94556.57
58282,ND,610,65454.1
58301,ND,4780,62973.22
58316,ND,2170,43747.47
58317,ND,100,60870.0
58318,ND,1760,71348.3
58324,ND,690,57807.25
58327,ND,160,66850.0
58329,ND,1000,41009.0
58330,ND,130,64646.15
58332,ND,120,57875.0
58341,ND,1130,62349.56
58344,ND,480,63454.17
58346,ND,320,66303.12
58348,ND,340,68005.88
58351,ND,170,71276.47
58352,ND,180,86700.0
58356,ND,830,59668.67
58365,ND,120,57741.67
58366,ND,400,61090.0
58367,ND,840,63094.05
58368,ND,1590,62584.91
58369,ND,390,52776.92
58370,ND,320,35262.5
58374,ND,240,59662.5
58377,ND,110,93045.45
58380,ND,180,65833.33
58381,ND,150,70486.67
58384,ND,270,54155.56
58401,ND,7960,64988.94
58413,ND,480,55612.5
58416,ND,190,65889.47
58418,ND,180,65855.56
58420,ND,140,83485.71
58421,ND,1400,79355.0
58424,ND,120,71091.67
58425,ND,640,60534.38
58428,ND,110,79245.45
58429,ND,140,60885.71
58433,ND,520,64013.46
58436,ND,770,57712.99
58438,ND,340,79961.76
58441,ND,210,80095.24
58442,ND,180,62944.44
58448,ND,140,66507.14
58454,ND,120,72275.0
58455,ND,110,67172.73
58456,ND,240,70212.5
58458,ND,520,73044.23
58461,ND,200,64040.0
58463,ND,270,48659.26
58464,ND,110,51636.36
58466,ND,150,80613.33
58467,ND,250,44216.0
58472,ND,210,67671.43
58474,ND,1220,66326.23
58476,ND,120,95441.67
58480,ND,180,64900.0
58481,ND,110,73609.09
58482,ND,480,59304.17
58483,ND,110,52109.09
58486,ND,120,66291.67
58487,ND,190,56463.16
58490,ND,120,76475.0
58492,ND,220,71813.64
58494,ND,140,55242.86
58495,ND,570,62526.32
58497,ND,160,59981.25
58501,ND,13670,62356.99
58503,ND,16970,99123.75
58504,ND,13190,76527.14
58520,ND,110,56263.64
58521,ND,300,91066.67
58523,ND,1670,83069.46
58528,ND,160,23700.0
58529,ND,240,55191.67
58530,ND,550,68730.91
58531,ND,200,87190.0
58532,ND,110,51090.91
58533,ND,360,54600.0
58535,ND,240,57358.33
58538,ND,740,41944.59
58540,ND,1230,67287.8
58541,ND,170,72400.0
58544,ND,210,70738.1
58545,ND,1650,80668.48
58552,ND,750,61838.67
58554,ND,13310,72101.58
58558,ND,450,76122.22
58561,ND,440,64420.45
58562,ND,180,53327.78
58563,ND,880,66098.86
58565,ND,140,78821.43
58568,ND,150,42606.67
58570,ND,150,50526.67
58571,ND,280,57142.86
58572,ND,170,64435.29
58573,ND,250,54652.0
58575,ND,430,65118.6
58576,ND,420,80092.86
58577,ND,840,78323.81
58579,ND,600,72891.67
58580,ND,220,63459.09
58581,ND,110,48336.36
58601,ND,13300,82354.29
58621,ND,580,70394.83
58622,ND,870,82864.37
58623,ND,1080,76870.37
58626,ND,180,106922.22
58630,ND,300,77343.33
58631,ND,520,62665.38
58634,ND,150,95400.0
58636,ND,330,71042.42
58638,ND,460,74184.78
58639,ND,850,65832.94
58640,ND,900,136462.22
58642,ND,160,108793.75
58645,ND,180,68811.11
58646,ND,480,70079.17
58647,ND,530,68249.06
58649,ND,150,52306.67
58650,ND,160,73512.5
58651,ND,180,71005.56
58652,ND,490,64853.06
58653,ND,250,66920.0
58654,ND,100,54760.0
58655,ND,300,80136.67
58656,ND,210,84733.33
58701,ND,15130,71801.19
58703,ND,10560,66245.17
58704,ND,1900,41680.53
58705,ND,270,21970.37
58710,ND,200,68295.0
58718,ND,510,75303.92
58721,ND,240,79529.17
58722,ND,790,74468.35
58725,ND,170,61211.76
58727,ND,150,63380.0
58730,ND,640,73570.31
58731,ND,130,61061.54
58733,ND,190,74147.37
58734,ND,120,74566.67
58735,ND,170,69347.06
58736,ND,190,49894.74
58740,ND,350,70394.29
58741,ND,290,59427.59
58746,ND,740,77479.73
58750,ND,240,65679.17
58752,ND,150,79760.0
58756,ND,130,72838.46
58757,ND,220,67145.45
58759,ND,320,69668.75
58760,ND,110,70100.0
58761,ND,490,70138.78
58763,ND,1850,95783.78
58765,ND,150,64913.33
58768,ND,160,80987.5
58769,ND,140,59578.57
58770,ND,600,92418.33
58771,ND,260,87396.15
58773,ND,420,90740.48
58776,ND,140,149535.71
58779,ND,190,67768.42
58781,ND,330,74742.42
58782,ND,180,69072.22
58783,ND,160,70087.5
58784,ND,1390,102643.88
58785,ND,690,74137.68
58788,ND,520,55744.23
58789,ND,140,70521.43
58790,ND,770,73679.22
58793,ND,270,101140.74
58795,ND,120,66766.67
58801,ND,14910,89642.99
58830,ND,110,88745.45
58831,ND,440,110143.18
58835,ND,310,126522.58
58843,ND,280,108678.57
58845,ND,180,67783.33
58847,ND,120,299725.0
58849,ND,540,103229.63
58852,ND,1220,97159.02
58854,ND,4110,136299.51
99999,ND,11940,85200.34
0,NE,895610,68729.38
68002,NE,990,74130.3
68003,NE,2400,89326.67
68004,NE,390,59648.72
68005,NE,11100,54353.96
68007,NE,6430,112259.88
68008,NE,5840,79366.1
68014,NE,130,46430.77
68015,NE,460,61234.78
68017,NE,810,73249.38
68018,NE,240,62308.33
68019,NE,230,50617.39
68020,NE,300,49240.0
68022,NE,13000,146102.69
68023,NE,1290,102977.52
68025,NE,14230,57891.64
68028,NE,6810,105012.04
68029,NE,410,61324.39
68030,NE,380,64405.26
68031,NE,750,67997.33
68033,NE,180,66705.56
68034,NE,420,73438.1
68036,NE,170,57941.18
68037,NE,1210,77498.35
68038,NE,620,55154.84
68039,NE,390,24087.18
68040,NE,200,54920.0
68041,NE,450,61322.22
68044,NE,330,64587.88
68045,NE,790,64536.71
68046,NE,14180,88741.47
68047,NE,790,73870.89
68048,NE,6080,69436.84
68050,NE,290,49024.14
68055,NE,140,46435.71
68057,NE,690,59866.67
68058,NE,140,87621.43
68059,NE,1640,83462.8
68061,NE,1090,57169.72
68062,NE,120,66466.67
68064,NE,1860,106135.48
68065,NE,670,64844.78
68066,NE,2580,67413.18
68067,NE,440,38963.64
68069,NE,1430,206575.52
68070,NE,360,57136.11
68071,NE,780,31785.9
68073,NE,1040,76383.65
68102,NE,3750,77426.4
68104,NE,16610,43213.18
68105,NE,9950,48182.81
68106,NE,11000,60275.27
68107,NE,12870,34998.06
68108,NE,6400,38767.81
68110,NE,3260,29309.51
68111,NE,9590,27318.98
68112,NE,5090,56026.72
68113,NE,630,35834.92
68114,NE,9420,120403.29
68116,NE,15660,93622.61
68117,NE,4070,44056.51
68118,NE,4650,142655.91
68122,NE,5930,69796.96
68123,NE,15090,63882.9
68124,NE,7680,118964.84
68127,NE,11860,54688.62
68128,NE,9530,65753.31
68130,NE,10020,148566.87
68131,NE,5500,52690.73
68132,NE,6560,106376.07
68133,NE,6200,92831.13
68134,NE,14180,48728.84
68135,NE,13930,97241.64
68136,NE,8900,99056.74
68137,NE,13330,60886.8
68138,NE,6260,62629.71
68142,NE,2630,107265.02
68144,NE,12630,82611.56
68147,NE,5450,51104.22
68152,NE,3050,95193.77
68154,NE,12250,119127.18
68157,NE,2740,57315.33
68164,NE,14640,69789.96
68301,NE,730,68221.92
68303,NE,120,45383.33
68304,NE,130,74553.85
68305,NE,1870,62898.4
68307,NE,220,54786.36
68310,NE,6500,54752.62
68313,NE,380,65110.53
68314,NE,170,58352.94
68316,NE,180,60511.11
68317,NE,890,86525.84
68318,NE,210,42814.29
68319,NE,250,69668.0
68320,NE,140,74728.57
68321,NE,150,64533.33
68322,NE,240,75412.5
68323,NE,130,55015.38
68326,NE,100,77510.0
68327,NE,150,46426.67
68328,NE,210,65871.43
68329,NE,290,52282.76
68331,NE,480,69393.75
68333,NE,3700,53598.65
68335,NE,230,72908.7
68336,NE,290,74075.86
68337,NE,150,48213.33
68338,NE,130,64892.31
68339,NE,770,85028.57
68340,NE,400,58405.0
68341,NE,460,61367.39
68342,NE,250,61376.0
68343,NE,480,54047.92
68344,NE,190,52915.79
68345,NE,120,47791.67
68346,NE,210,59052.38
68347,NE,1220,77545.08
68348,NE,120,49316.67
68349,NE,550,65056.36
68351,NE,400,64702.5
68352,NE,2180,57442.2
68354,NE,390,58087.18
68355,NE,2230,55326.46
68357,NE,180,65811.11
68358,NE,860,81015.12
68359,NE,660,71225.76
68360,NE,280,78703.57
68361,NE,1130,67798.23
68365,NE,110,56209.09
68366,NE,560,66275.0
68367,NE,230,64773.91
68368,NE,260,65873.08
68370,NE,900,59987.78
68371,NE,640,77971.88
68372,NE,1560,79785.26
68376,NE,590,49227.12
68377,NE,170,64205.88
68378,NE,300,65426.67
68401,NE,330,65945.45
68402,NE,580,85617.24
68404,NE,500,78694.0
68405,NE,1390,64450.36
68406,NE,210,62828.57
68407,NE,410,71182.93
68409,NE,450,69197.78
68410,NE,3960,58934.85
68413,NE,260,66411.54
68414,NE,110,50763.64
68415,NE,280,57507.14
68416,NE,110,46427.27
68417,NE,150,54066.67
68418,NE,610,62870.49
68420,NE,570,45714.04
68421,NE,260,53069.23
68422,NE,290,70500.0
68423,NE,480,76366.67
68424,NE,300,65853.33
68428,NE,790,84079.75
68430,NE,890,124396.63
68431,NE,160,51662.5
68433,NE,110,47681.82
68434,NE,3820,75491.1
68436,NE,250,77184.0
68437,NE,130,52553.85
68439,NE,220,54845.45
68441,NE,100,42590.0
68442,NE,130,69292.31
68443,NE,470,53244.68
68446,NE,1310,62471.76
68447,NE,200,57260.0
68448,NE,180,50411.11
68450,NE,1000,51025.0
68453,NE,130,58376.92
68454,NE,320,67956.25
68455,NE,340,71626.47
68456,NE,490,58259.18
68457,NE,130,62546.15
68460,NE,410,66060.98
68461,NE,420,168842.86
68462,NE,2040,71611.76
68463,NE,730,63264.38
68464,NE,230,44791.3
68465,NE,1100,55358.18
68466,NE,760,44215.79
68467,NE,4380,62014.16
68502,NE,12100,60866.03
68503,NE,6010,33919.8
68504,NE,7840,39836.99
68505,NE,8610,54645.76
68506,NE,14580,65673.39
68507,NE,7590,54143.35
